icd_code,ED,IPD
S3609XA,36,13
S42399A,36,57
S0281XA,36,55
S82899C,36,25
S0003XA,35,239
S7222XA,35,56
S32049A,35,84
S42001A,35,49
S301XXA,35,186
S52572A,35,50
T40694A,34,61
T8579XA,34,251
T424X1A,34,93
S61451A,34,38
S82839A,34,46
S0232XA,34,90
S0121XA,33,63
S52501A,33,63
S12301A,33,60
S61429A,33,59
T43592A,33,49
S72492A,33,26
T85698A,33,270
T426X4A,33,47
S0266XA,33,78
S7221XA,33,60
S62659B,33,50
S028XXA,32,36
S0265XA,32,43
S138XXA,32,93
S42302A,32,18
S96919A,31,46
S12300A,31,51
S8002XA,31,73
S61412A,31,59
S8001XA,31,72
S0282XA,31,52
T84021A,31,29
S86819A,31,41
T426X2A,31,60
T83098A,30,87
T859XXA,30,41
S22079A,30,77
T50992A,30,10
S40019A,30,86
S12400A,30,61
T450X4A,30,42
S32309A,29,51
T85628A,29,93
S7001XA,29,64
T43222A,29,53
T451X5A,29,1874
S81812A,28,66
T839XXA,28,62
S72109A,28,40
S42409A,28,19
S82209A,28,38
T796XXA,27,96
S8256XA,27,56
S20212A,27,31
S06330A,27,112
S51811A,27,35
S20211A,26,39
S52592A,26,10
T8744,26,63
S12201A,26,41
S42292A,26,36
S61511A,26,30
S0261XA,25,37
T80219A,25,114
S5000XA,25,31
T39312A,25,38
S42291A,25,37
T508X4A,25,34
T465X4A,25,44
S42301A,25,23
T797XXA,25,139
T8743,25,68
S42002A,25,48
S3681XA,25,67
S01159A,24,25
S41109A,24,24
T450X2A,24,52
S12110A,24,64
S52309A,24,28
S52609C,24,27
S7011XA,24,74
S32011A,24,49
S06309A,24,10
T794XXA,24,173
S30817A,23,59
S42211A,23,47
S062X0A,23,40
S060X1A,23,71
S61229A,23,38
T82598A,23,179
S0510XA,23,61
S3690XA,23,7
T82524A,23,100
S32492A,23,13
S52591A,22,13
S42201A,22,37
S62659A,22,50
S43109A,22,21
T85598A,22,54
T391X1A,22,44
S4990XA,21,27
S066X2A,21,95
S7290XA,21,7
S42212A,21,42
S82391A,20,13
S42202A,20,33
S7012XA,20,63
S32401A,20,31
T383X4A,20,46
T82198A,20,7
T43212A,20,26
S52571A,20,46
S31109A,20,19
S02401A,20,67
S42256A,20,30
S0291XA,20,8
S66929A,19,36
S01309A,19,32
S064X0A,19,40
S42026A,19,72
S42416A,19,29
S0231XA,19,67
T84498A,18,82
T8242XA,18,30
S0512XA,18,70
S82392A,18,23
S92002A,18,20
S31000A,18,40
S91029A,18,47
S76111A,18,24
S01412A,18,20
S42036A,18,32
S3600XA,18,63
T448X4A,18,27
T402X1A,18,107
S8266XA,18,57
S7002XA,18,53
S60229A,17,30
S32018A,17,45
S0262XA,17,35
S82251A,17,15
S62669B,17,26
S66529A,17,53
S1181XA,17,16
S32059A,17,42
T8172XA,17,182
T8789,17,135
S01312A,17,29
S72392A,17,3
S12200A,17,39
S065X2A,17,58
S0240DA,17,91
S161XXA,17,36
S22059A,17,45
S0240FA,16,67
S22081A,16,41
T400X4A,16,50
S3981XA,16,28
S02119A,16,54
S42199A,16,41
T8781,16,56
T403X4A,16,26
S22088A,16,38
S064X9A,16,31
S52021A,16,21
T50Z95A,16,16
T83498A,16,49
T82594A,16,13
S3219XA,16,39
S36032A,16,38
S7292XA,16,8
S1191XA,16,22
S32491A,16,16
T465X2A,16,23
S0001XA,16,67
T510X4A,16,45
S32402A,16,30
S12190A,15,22
S92109A,15,33
S62669A,15,42
S3210XA,15,106
S21109A,15,31
S0993XA,15,51
S01512A,15,95
T426X1A,15,44
S22049A,15,33
S8252XA,15,28
S39012A,15,73
S12590A,15,28
S61411A,15,58
S56929A,15,21
S7291XA,15,8
T39314A,15,19
S41009A,15,37
T383X1A,15,40
S61452A,15,18
S279XXA,15,4
S22029A,15,43
S37032A,15,18
S22019A,15,60
S062X9A,15,39
S37039A,15,18
S72401A,15,30
S82409A,15,38
S12490A,14,22
S82832B,14,17
S90819A,14,20
S0266XB,14,22
S51012A,14,32
T85898A,14,52
S8011XA,14,44
S81012A,14,40
S22039A,14,45
T84041A,14,16
S82002A,14,17
S91309A,14,20
T405X4A,14,73
S81811A,14,43
S82241A,14,7
T7805XA,14,11
T80212A,14,91
T183XXA,14,24
S02652A,14,24
S92506A,14,39
S52122A,14,36
S82302A,14,14
S8012XA,14,63
S32512A,14,44
S02609A,14,13
T43292A,14,15
T7801XA,14,19
S82892A,14,13
S61213A,14,22
T8089XA,14,194
T7611XA,14,36
T71162A,14,12
T82897A,14,43
S72499A,13,18
S14104A,13,30
T8450XA,13,132
S86919A,13,35
S06339A,13,58
S5010XA,13,23
S069X9A,13,74
S0264XA,13,24
T50991A,13,21
S52022A,13,24
S92001A,13,23
T82191A,13,47
S40819A,13,43
S8992XA,13,9
S76112A,13,20
S32501A,13,12
T185XXA,13,22
T43224A,13,18
S27321A,13,128
T8489XA,12,18
S06371A,12,1
S82891A,12,14
S32431A,12,15
S34139A,12,6
S72391A,12,4
S82242A,12,9
S82032A,12,11
S52509C,12,14
T368X5A,12,484
T84040A,12,14
T483X4A,12,14
S72112A,12,21
T849XXA,12,40
T43591A,12,22
T751XXA,12,11
S61211A,12,28
S72322A,12,10
S82209C,12,13
T184XXA,12,37
T85528A,12,40
T43014A,12,18
S72402A,12,38
T6394XA,12,12
S31105A,12,24
S6710XA,12,31
T40994A,12,17
T886XXA,12,72
S9030XA,11,27
S51829A,11,24
S329XXS,11,20
S60812A,11,38
S025XXA,11,98
S62009A,11,28
S020XXB,11,15
S42032A,11,28
T847XXA,11,150
S728X2A,11,5
T43694A,11,16
S37009A,11,15
S066X8A,11,40
T7809XA,11,18
S40011A,11,28
S72111A,11,25
S51852A,11,8
S14107A,11,27
S82856C,11,19
S52611A,11,26
S72031A,11,18
T43012A,11,19
S36029A,11,27
S8982XA,11,3
S79929A,11,6
S02622A,11,21
S32038A,11,33
S82451A,11,14
S0511XA,10,56
T447X2A,10,20
S52309C,10,17
S128XXA,10,16
S52109A,10,13
S82872A,10,18
S65009A,10,22
T189XXA,10,15
S42392A,10,5
S72451A,10,23
S82871A,10,23
S91329A,10,16
S82846C,10,14
S32511A,10,50
S02600A,10,24
T370X5A,10,180
S71111A,10,29
S37029A,10,24
S82252A,10,17
S728X1A,10,4
S37031A,10,13
S92309B,10,11
S08129A,10,18
S52209A,10,24
S32432A,10,25
S65109A,10,21
S42252A,10,25
S63299A,10,5
S80211A,10,124
S82252B,10,7
S42402A,10,9
S60511A,10,49
S3982XA,10,19
S069X0A,10,32
S36898A,10,11
S82452A,10,24
S8991XA,10,10
S42411A,10,9
S14108A,10,7
S0240CA,10,68
S02641A,10,4
S02621A,9,21
T361X5A,9,387
S82201A,9,9
S6400XA,9,27
T7849XA,9,18
T43621A,9,26
S72409C,9,8
S8981XA,9,6
S6290XB,9,12
S225XXA,9,24
S12090A,9,14
S32048A,9,29
S2221XA,9,48
S80212A,9,116
S42491A,9,10
S32021A,9,14
S12390A,9,9
S82202A,9,11
T401X2A,9,40
S12690A,9,26
S72032A,9,20
S93401A,9,33
S8392XA,9,27
S81011A,9,34
S52612A,9,27
S42401A,9,15
S36112A,9,40
S0269XB,9,6
S72309C,9,18
T1490,8,29
S14128A,8,17
S82492A,8,10
T43291A,8,12
S42496A,8,8
S72351A,8,19
S299XXA,8,6
S065X8A,8,19
S52121A,8,24
S42031A,8,34
T719XXA,8,8
S43015A,8,7
S91109A,8,18
S82442A,8,4
S8251XA,8,21
T445X4A,8,10
S71112A,8,18
S0500XA,8,34
S82392B,8,6
T1491,8,34
T360X5A,8,183
S68623A,8,8
S06380A,8,7
T462X4A,8,15
S60419A,8,19
S43016A,8,16
S61215A,8,16
T404X1A,8,32
S022XXB,8,15
S32391A,8,12
S72456A,8,45
S2691XA,8,18
S72352A,8,23
S31119A,8,9
S66919A,8,9
T798XXA,8,17
T402X2A,8,17
S80811A,8,50
T83090A,8,6
S51011A,8,31
S37012A,8,22
T8454XA,8,62
S42192A,8,1
S0093XA,8,17
S42492A,8,6
T481X4A,8,18
S02412A,8,33
S82852B,8,8
S72342A,7,9
S72416A,7,21
T880XXA,7,40
T17398A,7,116
S68624A,7,5
S43004A,7,9
S91312A,7,14
S52026C,7,12
T571X4A,7,5
S02411A,7,16
S82144A,7,16
S82301A,7,20
S52539A,7,33
S32441A,7,9
S46919A,7,10
S238XXA,7,8
S42409B,7,5
T428X4A,7,15
S82001A,7,14
T8509XA,7,7
S82031A,7,9
S0240EA,7,44
S22078A,7,21
S40012A,7,34
T512X4A,7,15
S02602A,7,11
T8182XA,7,74
S32502A,7,12
T46994A,7,16
T82520A,7,1
S6420XA,7,17
S32028A,7,38
S52279A,7,16
S62611B,7,8
S42309A,7,23
T670XXA,7,19
T507X4A,7,8
T438X4A,7,9
S82251B,7,4
S02118A,7,2
S02601A,7,11
T508X5A,7,404
T447X1A,7,29
T82199A,7,1
S82191A,7,3
S82831B,7,13
S12120A,7,17
S06890A,7,13
S5290XA,7,7
S93402A,7,26
S31809A,7,15
S41112A,7,26
S60221A,7,25
S21112A,7,11
S6010XA,7,11
S53125A,7,2
S134XXA,7,62
S42021A,7,28
S92506B,7,11
S61217A,7,11
S60222A,7,17
S61214A,7,10
T8389XA,6,24
T85520A,6,59
S0541XA,6,3
S6982XA,6,2
S32392A,6,6
S82192A,6,3
S6720XA,6,10
T79A19A,6,8
S60811A,6,21
S6981XA,6,5
S00211A,6,16
S9000XA,6,13
S51851A,6,10
S73014A,6,8
S90829A,6,28
S27899A,6,26
S92351A,6,17
S72301A,6,25
S06340A,6,25
S82145A,6,21
T50905A,6,173
T405X1A,6,75
S82142B,6,9
S32041A,6,13
T39012A,6,10
S82432A,6,7
S52272A,6,10
S0031XA,6,49
S82041A,6,9
S68615A,6,4
T754XXA,6,6
S9304XA,6,6
T7800XA,6,6
S14124A,6,31
S01311A,6,22
S0280XA,6,2
T675XXA,6,5
T450X1A,6,16
T43595A,6,185
S50812A,6,43
S92332A,6,15
S92322A,6,16
S92342A,6,17
S0912XA,6,13
S12030A,6,17
T8453XA,6,65
S82101A,6,11
S82421A,6,4
S06362A,6,15
S73199A,6,19
S92919K,6,47
S0590XA,6,28
S06350A,6,28
S92061A,6,12
S32302A,6,13
S61012A,6,11
S92251A,6,6
S62309B,6,2
T465X1A,6,14
S43014A,6,11
T50995A,6,204
S06368A,6,5
S36893A,6,10
S52602A,6,12
S6410XA,6,13
S92216A,6,11
S92909A,6,4
S5292XA,6,3
S82391B,6,2
S030XXA,6,11
T84042A,6,5
S82842B,6,8
S46819A,6,13
T7804XA,6,6
S32301A,6,13
S42022A,6,33
S72036A,6,29
S0265XB,6,6
S42416B,6,7
S9306XA,6,12
S40022A,6,37
S52591B,6,1
T83512A,6,36
S61210A,6,11
S90569A,6,13
S73016A,6,11
S92256A,6,9
S62609A,6,5
S73006A,6,14
T17598A,6,49
S71129A,6,5
S52099A,6,7
S53026A,5,6
S61216A,5,8
T383X2A,5,6
S92109B,5,8
S62109A,5,12
S61551A,5,7
S82292A,5,2
T85590A,5,93
S82035A,5,0
S8251XB,5,7
S0530XA,5,5
S82401A,5,25
T17898A,5,46
S92331A,5,9
S42295A,5,13
S32058A,5,21
S06379A,5,8
S82841B,5,11
T43624A,5,19
S72102A,5,4
S43005A,5,3
S63502A,5,4
S96929A,5,15
S82491A,5,16
S27339A,5,20
S42399B,5,9
S4991XA,5,7
S50312A,5,49
S21312A,5,3
S9305XA,5,9
S82301B,5,3
S52201A,5,8
T8119XA,5,120
T50901A,5,22
S93499A,5,13
T8452XA,5,40
S43102A,5,10
T426X5A,5,309
S02612A,5,11
S0011XA,5,45
S3790XA,5,11
S22058A,5,14
S158XXA,5,22
S09399A,5,4
S27818A,5,2
S4981XA,5,0
S92111A,5,7
S61432A,5,10
S42102A,5,27
S36892A,5,76
S82441A,5,6
T404X2A,5,12
S3992XA,5,6
S0010XA,5,89
S0542XA,5,1
S72332A,5,7
S32031A,5,15
S39840A,5,5
S80812A,5,71
S52031A,5,5
S12112A,5,16
S82042A,5,8
S1989XA,5,3
S31129A,5,5
S51029A,5,9
T407X1A,5,28
T8249XA,5,13
S60512A,5,43
S79912A,5,4
S12290A,5,6
S280XXA,5,8
S6440XA,5,21
T84124A,5,7
T43011A,5,9
S42452A,5,5
S52502B,5,9
S32421A,5,22
S72114A,5,10
S60219A,5,7
S239XXA,5,20
S02602B,5,5
S62622B,5,8
S42351A,5,8
S52571B,5,2
S52372A,5,6
S52572B,5,12
S02413A,5,15
S52592B,5,1
T82330A,5,29
S45209A,5,5
S6992XA,5,7
S73004A,5,8
S68125A,5,1
T43622A,5,18
S42101A,5,22
S50811A,5,31
T460X5A,5,38
T461X2A,5,8
T43221A,5,7
S4992XA,5,7
S3730XA,5,224
S72321A,5,3
T8183XA,5,115
S5011XA,5,18
S6991XA,5,8
T17298A,5,16
S72341A,4,12
S37819A,4,15
S82854A,4,3
S42391A,4,3
S139XXA,4,29
S3729XA,4,10
S82232A,4,3
S42142A,4,6
S82232B,4,2
S82432B,4,1
S61251A,4,7
S069X1A,4,44
S9032XA,4,12
S42112A,4,14
S68521A,4,2
S01521A,4,11
T428X1A,4,9
S72492B,4,1
S0242XA,4,20
S52092A,4,2
S8261XA,4,25
T836XXA,4,53
T889XXA,4,53
S41011A,4,9
T79A22A,4,12
T40601A,4,20
S5012XA,4,15
S00511A,4,15
S21212A,4,4
T65894A,4,3
T402X5A,4,909
S92062A,4,3
S0211HA,4,16
S14106A,4,4
S82291A,4,6
S62623B,4,8
S62002A,4,6
S72145A,4,21
S42035A,4,7
S62615B,4,6
S42214A,4,5
S52692B,4,1
S73015A,4,4
S82091A,4,7
S5001XA,4,22
T85199A,4,38
S63269A,4,15
S31112A,4,2
S61011A,4,12
S72041A,4,2
S42476A,4,6
S82891B,4,1
S9031XA,4,8
S52042A,4,12
T83092A,4,15
S42156A,4,14
S92312A,4,3
S42466A,4,6
S91012A,4,8
S42352A,4,8
S92341A,4,13
S71142A,4,2
S62102A,4,2
S40811A,4,23
S82862A,4,3
T84023A,4,3
S8254XA,4,4
T1491XA,4,31
S61052A,4,4
S42492B,4,1
S0532XA,4,3
T83022A,4,49
S42126A,4,10
S52691A,4,4
S92192A,4,1
S42456A,4,5
T50902A,4,14
T373X5A,4,31
S0182XA,4,14
S82109C,4,10
T8143XA,4,87
T413X5A,4,16
S02400A,4,1
S143XXA,4,15
S62359A,4,12
S62369A,4,12
T80218A,4,10
T82590A,4,17
T79A12A,4,13
S21111A,4,6
S1183XA,4,2
S36116A,4,23
S43035A,4,2
S66822A,4,6
S62633B,4,12
S22028A,4,14
S65509A,4,15
S82431A,4,7
T59811A,4,6
S61051A,4,14
T8612,4,1039
T8332XA,4,14
S00412A,4,4
S13141A,4,15
S8256XC,4,6
T84043A,4,4
T85694A,4,48
S52124A,4,9
S92211A,4,4
S82872B,4,7
S62101A,4,7
S52091A,4,1
S72351B,4,6
S225XXB,4,32
S3289XA,4,13
T428X2A,4,10
S4982XA,4,4
S72452A,4,15
S82222A,4,3
S42251A,4,25
S42191A,4,11
S52392A,4,0
S0211GA,4,10
T466X4A,4,5
S92009B,4,5
S3282XB,4,0
S43006A,4,10
S8262XA,4,30
S68529A,4,11
S06332A,4,25
S42136A,4,7
T39311A,3,8
S68121A,3,2
S63286A,3,1
S31113A,3,5
S59902A,3,2
S42034A,3,3
S22051A,3,10
S68124A,3,7
S42411B,3,2
S06899A,3,8
S13120A,3,4
S52601A,3,7
S52531A,3,5
T43022A,3,2
T41294A,3,7
S42491B,3,1
S2509XA,3,7
T464X1A,3,4
S82254A,3,0
S72302A,3,31
S01429A,3,5
T8741,3,6
T85691A,3,19
S62349B,3,5
S61250A,3,8
T8132XA,3,208
S6411XA,3,6
S06338A,3,6
S066X4A,3,7
S31125A,3,3
S00212A,3,20
S93336A,3,3
S24102A,3,13
S82422B,3,1
S34129A,3,12
T5294XA,3,5
S41111A,3,20
T383X5A,3,132
T443X1A,3,11
S02651B,3,3
S92252A,3,12
T484X2A,3,4
S5291XA,3,2
S2222XA,3,25
S20222A,3,6
S8782XA,3,4
S52032A,3,4
S90822A,3,18
S32811A,3,25
T48294A,3,4
T56892A,3,3
S1081XA,3,3
S63279A,3,4
S92919S,3,25
S8781XA,3,2
S02642A,3,13
S62317B,3,1
S062X1A,3,8
S14154A,3,8
S72144A,3,8
S36209A,3,4
S0520XA,3,4
S90869A,3,1
T424X5A,3,280
T63441A,3,3
S5002XA,3,26
S62632B,3,5
T79A21A,3,21
S4490XA,3,0
S0262XB,3,2
S32422A,3,15
S92212A,3,12
S92112A,3,5
T43204A,3,2
S2500XA,3,4
S63501A,3,8
S52024A,3,6
S61522A,3,1
S91011A,3,5
S98229A,3,3
S6290XS,3,10
T83020A,3,5
S62236A,3,11
S81852A,3,4
S52272B,3,3
S52131A,3,2
T85838A,3,8
S81802A,3,14
S68620A,3,1
S72122A,3,4
S50311A,3,45
S02113A,3,29
T188XXA,3,6
S62613B,3,5
S52322A,3,3
S52046A,3,10
S41129A,3,8
S058X2A,3,6
S71132A,3,3
S06388A,3,0
T421X2A,3,5
S06359A,3,29
S42412A,3,6
S92246A,3,14
S92191A,3,3
S52331A,3,0
S06301A,3,3
S100XXA,3,7
S01411A,3,11
S12191A,3,4
S0080XA,3,1
S60572A,3,3
S30202A,3,6
S60869A,3,5
S62349A,3,23
S62306A,3,6
S9001XA,3,10
S60211A,3,11
S40812A,3,33
S36030A,3,38
S43101A,3,18
S52321A,3,1
S02109A,3,2
S61529A,3,8
S99912A,3,4
S27309A,3,6
T18108A,3,0
S92321A,3,10
S61212A,3,17
S149XXA,3,17
S83106A,3,7
T7692XA,3,0
T34829A,3,5
S68621A,3,6
T447X5A,3,289
S53106A,3,7
S55112A,3,5
S3130XA,3,5
S838X1A,3,3
S82092A,3,8
S82491B,3,4
S21129A,3,1
T79A29A,3,40
S0210XB,3,3
S82302B,3,7
S82851B,3,10
S40211A,3,21
S68626A,3,3
S52209C,3,3
S82452B,3,6
T421X5A,3,35
T502X1A,3,9
S52136A,3,5
S73005A,3,2
S1201XA,3,8
S91311A,3,7
S14105A,3,3
S63095A,3,4
S51822A,3,6
T543X4A,3,3
S6290XA,3,5
S82009C,3,8
T382X5A,3,8
S14109A,3,9
S52501B,3,11
S82421B,3,1
T8451XA,3,44
S22071A,3,12
S62617B,3,2
S66323A,3,9
T403X1A,3,23
S53105A,3,4
S0219XB,3,9
S61402A,3,4
T45524A,3,9
S65111A,3,8
S52125A,3,10
T461X1A,3,12
S82851C,3,3
S90821A,3,11
S9782XA,3,2
T887XXA,3,12
S02611A,3,12
S62111A,3,12
T82858A,3,203
S229XXA,3,0
S7226XC,3,2
S60459A,3,8
S92352A,3,18
S52301A,3,6
T84019A,3,4
T43211A,3,8
S52551A,3,6
S68021A,3,3
S62617A,3,7
S72042A,3,4
S140XXA,3,35
T8571XA,3,55
S39011A,3,46
S68122A,3,4
S52022B,3,7
S14129A,3,4
S42342A,3,6
S42215A,3,6
T400X1A,3,5
T69029A,3,5
S7290XC,3,0
S02600B,3,7
S36115A,3,36
S92421B,2,3
S52251A,2,4
S064X1A,2,5
T33821A,2,3
S91302A,2,5
T481X2A,2,3
S36539A,2,1
T79A0XA,2,0
S7712XA,2,1
S42422A,2,4
S62521B,2,2
T85738A,2,8
S82092B,2,0
S7292XB,2,2
T528X2A,2,4
S0531XA,2,5
S82892B,2,1
S22018A,2,13
S91352A,2,1
S92101B,2,3
S46912A,2,6
S1980XA,2,1
S86912A,2,0
S60021A,2,1
S62614A,2,5
S60569A,2,2
T513X4A,2,1
T84623A,2,15
T543X1A,2,2
S79911A,2,2
S42012A,2,7
S52351A,2,4
S72009C,2,0
S31611A,2,5
T84048A,2,4
S14103A,2,4
S72431A,2,4
T17890A,2,76
T8859XA,2,20
T79A9XA,2,5
S62634B,2,5
T85890A,2,8
T82514A,2,13
S62231B,2,0
S72402B,2,5
S62625B,2,4
S37011A,2,12
S62616A,2,9
S31111A,2,3
S0091XA,2,11
T25222A,2,1
S3215XA,2,3
S39848A,2,2
T82848A,2,19
S72352B,2,3
S62610B,2,5
S89301A,2,0
T8142XA,2,35
S52515A,2,5
S68120A,2,2
S82292B,2,2
T504X5A,2,50
T434X5A,2,44
S02622B,2,3
S8391XA,2,15
S3022XA,2,10
S36119A,2,23
S68611A,2,3
S42296B,2,1
T542X2A,2,3
S62634A,2,2
S36533A,2,2
S71101A,2,3
S72432A,2,6
S42332A,2,1
S85139A,2,4
S01502A,2,8
T43614A,2,4
S2000XA,2,11
S15209A,2,4
S5290XC,2,3
S40212A,2,25
T463X4A,2,14
S63283A,2,1
S92122A,2,3
T528X1A,2,3
S52002B,2,0
S5781XA,2,3
S82102A,2,9
S72452B,2,1
S36498A,2,3
S61552A,2,2
T465X5A,2,162
S62337A,2,4
S62511B,2,5
S82251C,2,5
S82451C,2,2
S27892A,2,28
T79A11A,2,9
T39011A,2,8
S82441B,2,1
S92919P,2,8
S02402B,2,3
S3739XA,2,49
S066X0D,2,5
S66320A,2,6
S52002A,2,1
S81851A,2,5
T433X4A,2,8
T622X4A,2,1
T434X4A,2,4
S43206A,2,3
S42209B,2,1
S0291XB,2,0
S42322A,2,5
S22038A,2,8
S83194A,2,0
S52351B,2,4
S68512A,2,0
S82861A,2,0
S21119A,2,7
S32471A,2,1
S62614B,2,5
S71012A,2,1
S32509B,2,1
T85611A,2,6
T84197A,2,0
S81811D,2,4
S52371A,2,3
S42025A,2,3
S82201B,2,4
S52302A,2,9
S06349A,2,18
S42402B,2,4
S52271A,2,4
S92192B,2,1
T24519A,2,0
T43632A,2,3
T43206A,2,0
S61233A,2,3
T45516A,2,74
S43401A,2,5
T148,2,44
S32411A,2,3
S43084A,2,9
T43201A,2,0
S31614A,2,1
T85848A,2,52
T84622A,2,17
T39392A,2,2
T360X2A,2,2
S43225A,2,2
S42132A,2,6
S8266XC,2,3
T8140XA,2,39
S52252A,2,7
S83005A,2,0
S065X4A,2,3
T476X4A,2,1
S36502A,2,3
S24104A,2,15
S36503A,2,4
T8609,2,49
S0012XA,2,51
S82192B,2,1
S62392A,2,1
S42009B,2,1
S60859A,2,1
S82202B,2,7
S42292B,2,1
S92142A,2,2
T510X2A,2,40
S42401B,2,4
S52512A,2,15
S62102D,2,5
S02609B,2,1
T461X5A,2,126
S3023XA,2,3
S22068A,2,17
S92241A,2,2
S52222A,2,2
S62396A,2,3
S06319A,2,2
T148XXA,2,28
T5994XA,2,1
S82454A,2,3
S41012A,2,8
T378X5A,2,61
T620X1A,2,4
S42462A,2,1
S4352XA,2,0
T50Z15A,2,25
S20229A,2,6
S52615A,2,3
T484X1A,2,2
S99929S,2,49
S42442A,2,3
T17928A,2,6
S32309B,2,2
S43034A,2,0
S62637A,2,1
S0502XA,2,22
S68127A,2,4
T518X2A,2,2
S90859A,2,4
S01329A,2,3
T819XXA,2,1
S43086A,2,4
T882XXA,2,9
S63036A,2,1
S3282XA,2,28
T82392A,2,3
S61531A,2,1
S42036D,2,92
S62112A,2,8
S40021A,2,31
S31104A,2,0
S638X1A,2,0
S92012A,2,1
S22010A,2,7
T502X4A,2,8
T7807XA,2,1
S62399A,2,2
S31115A,2,0
S83104A,2,3
T483X1A,2,8
S52552A,2,4
T542X1A,2,1
S63259A,2,9
S065X5A,2,2
T25629A,2,3
S1120XA,2,6
S14153A,2,2
S67192A,2,5
S66222A,2,1
S72421A,2,6
S62647A,2,1
S0521XA,2,8
S82221A,2,4
T24619A,2,3
S0263XA,2,7
S83006A,2,4
S92411A,2,7
S92401A,2,1
T80211A,2,551
T43634A,2,1
T500X4A,2,6
S62621B,2,3
T7621XA,2,23
S22048A,2,5
S36420A,2,6
T653X4A,2,2
S76012A,2,7
S42432A,2,2
S31609A,2,1
T3695XA,2,300
S36531A,2,10
S92041A,2,0
S90424A,2,4
S79192A,2,0
T826XXA,2,52
S62359B,2,2
S00432A,2,8
S61451D,2,0
S5292XB,2,0
S62116A,2,10
S32461A,2,6
T401X3A,2,1
T22419A,2,3
S36400A,2,8
S9780XA,2,6
T2066XA,2,2
S90229A,2,9
S32599A,2,1
S0184XA,2,1
S71011A,2,2
T380X5A,2,1295
S338XXA,2,9
T3794XA,2,1
S2096XA,2,3
S06364A,2,0
