icd_code,ED,IPD
C155,2,72
C778,2,222
C461,2,9
C9251,2,80
C384,2,10
D150,2,14
C249,2,41
C946,2,42
C799,2,190
C37,2,15
C227,2,16
C92Z0,2,24
C9030,2,21
C181,2,26
C109,2,21
C8449,2,18
C8582,1,16
C184,1,31
C342,1,61
C8373,1,5
C493,1,8
D321,1,15
C3480,1,116
C8587,1,8
C9591,1,6
C52,1,15
C9101,1,42
C774,1,86
C8312,1,4
C44309,1,3
C252,1,109
C573,1,3
C4020,1,10
C12,1,4
C460,1,28
C8588,1,43
D040,1,0
C051,1,3
C162,1,26
C319,1,3
C257,1,28
C7259,1,0
C069,1,9
D470,1,9
C44219,1,1
C154,1,28
C002,1,1
C499,1,16
D332,1,20
C210,1,50
C511,1,1
C4920,1,13
C4650,1,11
C44622,1,4
C9252,1,28
D333,1,27
C179,1,6
D3500,1,149
C50519,1,5
C50912,1,203
C8332,1,31
C8111,1,3
C7801,1,510
C031,1,3
C8371,1,5
C8410,1,3
C9201,1,87
C8170,1,4
C7802,1,461
C3401,1,62
C060,1,4
D1801,1,8
C8280,1,4
C8408,1,7
C7839,1,49
D442,1,0
C7981,1,22
C8333,1,22
C8281,1,1
C229,1,22
D134,1,16
D109,1,0
C58,1,4
C9420,1,0
C4359,1,19
C9102,1,7
D432,1,2
D110,1,5
C320,1,14
C642,1,127
C8310,1,29
D480,1,9
C139,1,9
C253,1,48
C755,1,0
D485,1,1
C884,1,28
C4912,1,2
C419,1,10
D4702,1,5
C4022,1,5
C8220,1,1
C762,1,4
C8515,1,1
C3412,0,233
C770,0,201
C3431,0,145
C3432,0,138
C712,0,137
C251,0,133
C7972,0,126
D352,0,124
C187,0,114
C641,0,112
D122,0,110
D136,0,110
C8338,0,109
C9002,0,108
C792,0,107
C7971,0,104
D123,0,95
C182,0,89
D125,0,88
C7911,0,87
D1809,0,83
C9001,0,77
D120,0,71
C9111,0,68
C561,0,62
D3502,0,57
C718,0,57
C562,0,56
C3402,0,55
D1779,0,54
C9211,0,51
D124,0,50
D1771,0,47
C163,0,46
C8290,0,46
C50819,0,44
D250,0,42
D251,0,41
C9202,0,41
D1339,0,41
C3481,0,40
D181,0,38
C7961,0,38
C7932,0,38
D129,0,36
D47Z1,0,35
D3501,0,34
D135,0,34
C7962,0,32
C168,0,32
C7902,0,31
D126,0,30
C91Z0,0,30
C7901,0,28
D381,0,28
C158,0,27
D434,0,27
C8599,0,27
C218,0,26
C50411,0,26
C8318,0,26
C50811,0,26
D379,0,25
C8298,0,25
C8300,0,24
C4491,0,22
D252,0,22
C4442,0,22
D351,0,21
C672,0,21
C8198,0,20
C44319,0,20
C674,0,20
C186,0,20
D171,0,19
D444,0,19
C50419,0,19
D471,0,19
C50412,0,18
C802,0,18
C50812,0,18
D128,0,18
D375,0,18
C44529,0,17
D219,0,17
D376,0,17
C92Z1,0,17
C49A2,0,17
C538,0,16
C8518,0,16
D239,0,16
C763,0,16
C680,0,16
D271,0,16
C44721,0,16
C183,0,16
C44329,0,15
C84A0,0,15
D3610,0,15
C412,0,15
D179,0,14
C714,0,14
C5700,0,14
C269,0,14
D378,0,14
C4492,0,14
C8585,0,13
C3482,0,13
C9140,0,13
D3000,0,13
C188,0,13
C495,0,12
C50211,0,12
D132,0,12
C164,0,12
C44519,0,12
C166,0,12
C49A3,0,11
C8591,0,11
C07,0,11
D214,0,11
C8118,0,11
D176,0,11
C966,0,11
C717,0,11
C467,0,10
D0362,0,10
D3910,0,10
C9150,0,10
C161,0,10
C153,0,10
D175,0,10
D0359,0,10
C185,0,10
D0511,0,10
C50212,0,10
C689,0,10
C211,0,10
C44621,0,10
D1739,0,10
D170,0,9
C676,0,9
D131,0,9
C8293,0,9
C4372,0,9
C865,0,9
C652,0,9
C44729,0,9
C254,0,9
C8307,0,9
C33,0,9
C671,0,9
D4622,0,9
C50511,0,9
C8598,0,9
C089,0,9
C9290,0,8
C8336,0,8
C8335,0,8
C4921,0,8
C8337,0,8
C44311,0,8
D1800,0,8
D241,0,8
D367,0,8
C8119,0,8
C530,0,8
C248,0,8
C381,0,8
C4482,0,8
C675,0,8
C716,0,8
C8380,0,8
C92Z2,0,8
C457,0,8
D430,0,8
C669,0,8
C434,0,8
C450,0,8
D414,0,8
D090,0,7
C165,0,7
C50311,0,7
C651,0,7
C9300,0,7
C8584,0,7
C673,0,7
C9010,0,7
D121,0,7
C9241,0,7
C490,0,7
C8192,0,7
D47Z2,0,7
D487,0,7
C8309,0,7
C328,0,7
C44722,0,7
D4120,0,7
C8378,0,7
C8513,0,7
C8112,0,6
C481,0,6
D069,0,6
D46B,0,6
D119,0,6
D34,0,6
C659,0,6
C8311,0,6
D225,0,6
C8593,0,6
C8387,0,6
D291,0,6
C8448,0,6
C118,0,6
C108,0,6
C8381,0,6
C4441,0,6
D46C,0,6
C9421,0,6
D429,0,6
D034,0,6
D0592,0,6
D013,0,6
C6292,0,6
C5701,0,6
C662,0,6
D017,0,6
D0512,0,6
C50119,0,6
C171,0,6
C8191,0,6
D215,0,6
C44611,0,6
D0339,0,5
C579,0,5
D334,0,5
C8334,0,5
D201,0,5
C44711,0,5
C761,0,5
C548,0,5
C7652,0,5
C7880,0,5
C4911,0,5
C44509,0,5
D130,0,5
C609,0,5
C50512,0,5
C8128,0,5
D235,0,5
C700,0,5
C138,0,5
C7490,0,5
D3190,0,5
C4001,0,5
C090,0,5
C463,0,5
D3617,0,5
C753,0,5
C172,0,5
C715,0,5
C4490,0,5
C5702,0,5
C574,0,5
D140,0,5
C50012,0,5
D461,0,5
C8350,0,5
C8528,0,5
D045,0,5
C8308,0,5
C8193,0,5
C661,0,5
C261,0,4
C8382,0,4
C8194,0,4
C310,0,4
C8208,0,4
C8529,0,4
C92A0,0,4
C8388,0,4
C677,0,4
D1622,0,4
D287,0,4
C50219,0,4
D303,0,4
C498,0,4
D330,0,4
C8283,0,4
D4410,0,4
C8441,0,4
C322,0,4
C44629,0,4
C50921,0,4
D174,0,4
D0591,0,4
C8238,0,4
C496,0,4
D1620,0,4
C8295,0,4
C7940,0,4
C8592,0,4
C4339,0,4
C50319,0,3
C8586,0,3
D242,0,3
C44709,0,3
C44211,0,3
C4000,0,3
D374,0,3
D3611,0,3
C44712,0,3
C577,0,3
D127,0,3
C688,0,3
C8120,0,3
D1621,0,3
C4440,0,3
C8100,0,3
D2371,0,3
C479,0,3
C9220,0,3
C8317,0,3
C383,0,3
D1721,0,3
C8522,0,3
C8419,0,3
C4331,0,3
D390,0,3
C8122,0,3
C50111,0,3
C6291,0,3
C9130,0,3
D447,0,3
D019,0,3
C459,0,3
C8479,0,3
D1723,0,3
C9232,0,3
C8440,0,3
C8288,0,3
D431,0,3
D075,0,3
D229,0,3
C91Z2,0,3
C410,0,3
C670,0,3
C44310,0,3
C44599,0,3
D1722,0,3
C44320,0,3
C8178,0,3
C8442,0,3
D164,0,3
D137,0,3
C8403,0,3
C866,0,3
C8292,0,3
D2370,0,3
C49A9,0,3
C413,0,3
C8234,0,3
C0689,0,3
C8358,0,3
D166,0,3
C111,0,3
C8110,0,3
C8313,0,3
C44719,0,3
C50312,0,3
C709,0,3
C9152,0,3
C311,0,3
C8444,0,3
C50112,0,3
C8129,0,2
D1720,0,2
C44619,0,2
C028,0,2
C001,0,2
C9142,0,2
C4371,0,2
C6212,0,2
D294,0,2
C8176,0,2
D260,0,2
C49A4,0,2
C8258,0,2
C4401,0,2
C9162,0,2
D372,0,2
D1600,0,2
C8443,0,2
C862,0,2
D1039,0,2
D3911,0,2
C8294,0,2
D479,0,2
C7830,0,2
C8594,0,2
D0510,0,2
D382,0,2
C059,0,2
D0220,0,2
D419,0,2
C103,0,2
C8400,0,2
C84A8,0,2
C8353,0,2
D4102,0,2
C50612,0,2
D1330,0,2
D2360,0,2
C721,0,2
C7401,0,2
C7640,0,2
D3612,0,2
C173,0,2
C8405,0,2
C8240,0,2
C8213,0,2
C44209,0,2
C44229,0,2
D4100,0,2
D0221,0,2
D2261,0,2
D282,0,2
C9020,0,2
C6932,0,2
C44221,0,2
C7250,0,2
C6990,0,2
D4860,0,2
C8401,0,2
C462,0,2
D2372,0,2
C8210,0,2
C473,0,2
D216,0,2
C96Z,0,2
C7651,0,2
C4481,0,2
C8200,0,2
C50011,0,2
C8512,0,2
C8354,0,2
D339,0,2
C8374,0,2
C601,0,2
C021,0,2
C8315,0,2
D3002,0,2
D464,0,2
D249,0,2
D4620,0,2
C9301,0,2
C009,0,2
C44520,0,2
C864,0,2
C44601,0,2
D421,0,2
C178,0,1
D099,0,1
D409,0,1
C8174,0,1
C039,0,1
D420,0,1
C4480,0,1
D165,0,1
C44692,0,1
C7910,0,1
C9440,0,1
C8471,0,1
C8460,0,1
C44591,0,1
C052,0,1
D015,0,1
C44112,0,1
D2239,0,1
D0410,0,1
C411,0,1
C9192,0,1
D0502,0,1
C8286,0,1
D0582,0,1
D331,0,1
C44701,0,1
C6211,0,1
C4362,0,1
D071,0,1
C750,0,1
C8241,0,1
D038,0,1
C9621,0,1
C8445,0,1
C8214,0,1
C531,0,1
D4112,0,1
C8221,0,1
D2272,0,1
D2330,0,1
C632,0,1
D001,0,1
D474,0,1
D234,0,1
C4322,0,1
D3141,0,1
C701,0,1
D139,0,1
C7230,0,1
C44612,0,1
C9231,0,1
C608,0,1
C96A,0,1
C9510,0,1
C8372,0,1
C464,0,1
D2110,0,1
D0322,0,1
D1602,0,1
C44791,0,1
C8385,0,1
C8386,0,1
D101,0,1
C4449,0,1
D4412,0,1
C8511,0,1
D355,0,1
C8171,0,1
C323,0,1
D354,0,1
C44321,0,1
C024,0,1
C318,0,1
C8523,0,1
D213,0,1
D4701,0,1
C8284,0,1
C8230,0,1
D400,0,1
C8172,0,1
C9481,0,1
C380,0,1
D020,0,1
C8179,0,1
D2310,0,1
C8352,0,1
C8383,0,1
C9031,0,1
C023,0,1
C8289,0,1
C061,0,1
D2339,0,1
C4002,0,1
C451,0,1
C8285,0,1
C754,0,1
C8139,0,1
C4081,0,1
C9212,0,1
C8402,0,1
C300,0,1
C8109,0,1
D280,0,1
C4330,0,1
D167,0,1
C8103,0,1
D46A,0,1
C8149,0,1
C098,0,1
C8520,0,1
D210,0,1
D37030,0,1
D093,0,1
C050,0,1
C960,0,1
C4499,0,1
D3001,0,1
C7650,0,1
C049,0,1
C8173,0,1
D2320,0,1
D168,0,1
C84A4,0,1
C9151,0,1
C540,0,1
D048,0,1
D098,0,1
C148,0,1
D044,0,1
D049,0,1
C84A9,0,1
C441122,0,1
C8223,0,1
D010,0,1
D169,0,1
C301,0,1
C50619,0,1
C8411,0,1
C44609,0,1
C44602,0,1
C44702,0,1
C8517,0,1
C8418,0,1
D0461,0,1
D446,0,1
D3615,0,1
D3912,0,1
D445,0,1
C9221,0,1
C44399,0,1
C8219,0,1
D2212,0,1
C8138,0,1
D269,0,1
D1724,0,1
D40,0,1
C969,0,1
C578,0,1
C9191,0,1
C50019,0,1
D0008,0,1
C8211,0,1
C44222,0,1
D1601,0,1
D142,0,1
C8265,0,1
C8140,0,1
D200,0,1
C9511,0,1
C8114,0,1
C8134,0,1
C9592,0,1
C8499,0,1
C720,0,1
C8351,0,1
C101,0,1
C6930,0,1
C600,0,1
D224,0,1
C44212,0,1
C9302,0,1
D3132,0,1
D3162,0,1
D1432,0,1
C4370,0,1
D290,0,1
D3131,0,1
