icd_code,ED,IPD
R402243,0,37
R8281,0,37
R3981,0,37
R29707,0,35
R402312,0,34
R1314,0,32
R402413,0,31
R29711,0,30
R402122,0,29
R402342,0,29
R1114,0,27
R403,0,27
R402353,0,27
R718,0,26
R29713,0,25
R29719,0,24
R29714,0,24
R778,0,24
R402133,0,23
R633,0,23
R291,0,23
R402232,0,23
R29718,0,23
R29716,0,22
R4586,0,22
R81,0,21
R29717,0,20
R29715,0,20
R768,0,20
R636,0,20
R29723,0,20
R29710,0,19
R402222,0,19
R41840,0,18
R29720,0,18
R41842,0,17
R402411,0,17
R141,0,17
R2241,0,16
R402313,0,16
R3912,0,16
R29722,0,16
R825,0,15
R456,0,15
R29726,0,15
R402433,0,15
R893,0,14
R152,0,14
R29712,0,14
R402343,0,13
R3916,0,13
R29721,0,13
R749,0,13
R0683,0,12
R808,0,12
R295,0,12
R4681,0,12
R402322,0,11
R453,0,11
R9082,0,11
R41841,0,11
R390,0,11
R203,0,11
R93422,0,11
R402123,0,11
R29729,0,11
R402422,0,10
R29725,0,10
R93421,0,10
R821,0,10
R827,0,10
R402431,0,10
R7981,0,10
R899,0,9
R29724,0,9
R392,0,9
R402361,0,9
R9402,0,9
R402364,0,9
R402141,0,8
R402251,0,8
R638,0,8
R194,0,8
R2990,0,8
R491,0,7
R1115,0,7
R402332,0,7
R970,0,7
R430,0,7
R40243,0,7
R1113,0,6
R0782,0,6
R402144,0,6
R683,0,6
R402323,0,6
R402233,0,6
R402423,0,6
R9341,0,6
R4589,0,6
R460,0,6
R402360,0,6
R836,0,6
R936,0,5
R82998,0,5
R939,0,5
R6882,0,5
R29728,0,5
R701,0,5
R2233,0,5
R29727,0,5
R261,0,5
R402214,0,5
R10826,0,5
R438,0,5
R900,0,5
R201,0,5
R402244,0,4
R402140,0,4
R29735,0,4
R29890,0,4
R920,0,4
R29733,0,4
R010,0,4
R947,0,4
R402250,0,4
R1907,0,4
R402254,0,4
R93429,0,4
R0901,0,4
R7612,0,4
R894,0,4
R823,0,4
R10812,0,3
R85613,0,3
R87810,0,3
R921,0,3
R402114,0,3
R75,0,3
R41844,0,3
R402333,0,3
R402134,0,3
R803,0,3
R481,0,3
R10824,0,3
R771,0,3
R87619,0,3
R402314,0,3
R2240,0,3
R772,0,2
R855,0,2
R29732,0,2
R4921,0,2
R869,0,2
R402240,0,2
R402434,0,2
R361,0,2
R29742,0,2
R29730,0,2
R294,0,2
R402421,0,2
R067,0,2
R2230,0,2
R5600,0,2
R895,0,2
R37,0,2
R399,0,2
R402211,0,2
R99,0,2
R402414,0,2
R402210,0,2
R29737,0,2
R402121,0,2
R5083,0,2
R402110,0,2
R239,0,2
R922,0,2
R402340,0,1
R29738,0,1
R29731,0,1
R402324,0,1
R402120,0,1
R402444,0,1
R402320,0,1
R192,0,1
R4922,0,1
R790,0,1
R82994,0,1
R402443,0,1
R40244,0,1
R978,0,1
R3982,0,1
R4583,0,1
R464,0,1
R847,0,1
R85612,0,1
R890,0,1
R293,0,1
R402111,0,1
R402130,0,1
R402131,0,1
R402440,0,1
R402341,0,1
R801,0,1
R85610,0,1
R8789,0,1
R360,0,1
R9349,0,1
R402311,0,1
R402221,0,1
R402241,0,1
R891,0,1
R10825,0,1
R87622,0,1
R3913,0,1
R826,0,1
R150,0,1
R250,0,1
R1937,0,1
R402430,0,1
R402441,0,1
R402321,0,1
R87820,0,1
R448,0,1
R8581,0,1
