icd_code,ED,IPD
N119,0,15
N816,0,14
N959,0,14
N1370,0,14
N924,0,13
N3020,0,13
N8189,0,13
N841,0,13
N140,0,13
N819,0,13
N641,0,12
N1371,0,11
N911,0,11
N802,0,10
N041,0,10
N429,0,10
N16,0,10
N051,0,10
N048,0,10
N421,0,9
N3943,0,9
N6009,0,9
N29,0,9
N830,0,9
N94819,0,9
N8500,0,9
N042,0,9
N859,0,9
N852,0,8
N805,0,8
N057,0,8
N50819,0,8
N943,0,7
N958,0,7
N142,0,7
N9981,0,7
N643,0,7
N750,0,7
N500,0,6
N836,0,6
N4821,0,6
N2882,0,6
N6089,0,6
N35819,0,6
N96,0,6
N854,0,6
N019,0,6
N3644,0,5
N8502,0,5
N735,0,5
N322,0,5
N4833,0,5
N6012,0,5
N362,0,5
N904,0,5
N3942,0,5
N9961,0,5
N949,0,5
N2881,0,5
N83299,0,5
N941,0,5
N6002,0,4
N270,0,4
N813,0,4
N820,0,4
N13729,0,4
N13721,0,4
N9972,0,4
N398,0,4
N915,0,4
N978,0,4
N925,0,4
N889,0,4
N4231,0,4
N99538,0,4
N503,0,4
N907,0,4
N765,0,4
N6452,0,4
N490,0,4
N99530,0,3
N6011,0,3
N13722,0,3
N442,0,3
N003,0,3
N870,0,3
N469,0,3
N83521,0,3
N74,0,3
N8301,0,3
N99114,0,3
N930,0,3
N172,0,3
N013,0,3
N733,0,3
N856,0,3
N403,0,3
N118,0,3
N35912,0,3
N99110,0,2
N528,0,2
N343,0,2
N539,0,2
N3592,0,2
N9410,0,2
N99524,0,2
N825,0,2
N423,0,2
N4883,0,2
N8302,0,2
N144,0,2
N480,0,2
N771,0,2
N895,0,2
N6099,0,2
N804,0,2
N758,0,2
N050,0,2
N99510,0,2
N822,0,2
N6342,0,2
N4341,0,2
N99532,0,2
N6311,0,2
N4283,0,2
N2886,0,2
N4601,0,1
N6001,0,1
N8184,0,1
N7001,0,1
N032,0,1
N023,0,1
N993,0,1
N5231,0,1
N218,0,1
N8310,0,1
N000,0,1
N341,0,1
N35812,0,1
N994,0,1
N018,0,1
N6082,0,1
N044,0,1
N4831,0,1
N4403,0,1
N99533,0,1
N910,0,1
N491,0,1
N905,0,1
N914,0,1
N027,0,1
N33,0,1
N99523,0,1
N8352,0,1
N026,0,1
N271,0,1
N310,0,1
N731,0,1
N6323,0,1
N171,0,1
N35911,0,1
N94810,0,1
N6092,0,1
N761,0,1
N430,0,1
N901,0,1
N143,0,1
N8183,0,1
N069,0,1
N970,0,1
N6312,0,1
N3030,0,1
N158,0,1
N843,0,1
N478,0,1
N992,0,1
N35028,0,1
N83519,0,1
N944,0,1
N940,0,1
N5239,0,1
N903,0,1
N4832,0,1
