icd_code,ED,IPD
G890,0,16
G243,0,15
G40101,0,15
G969,0,14
G737,0,14
G6281,0,14
G4701,0,14
G7112,0,14
G43911,0,14
G43119,0,14
G5791,0,13
G241,0,13
G5720,0,13
G031,0,13
G5793,0,13
G90523,0,13
G5610,0,13
G4736,0,13
G545,0,13
G47411,0,12
G8114,0,12
G913,0,12
G43829,0,12
G548,0,12
G053,0,12
G8922,0,12
G90522,0,12
G5780,0,11
G4761,0,11
G40411,0,11
G40201,0,11
G4762,0,10
G603,0,10
G40009,0,10
G5632,0,10
G501,0,10
G244,0,10
G2570,0,10
G8221,0,10
G650,0,10
G138,0,9
G8252,0,9
G513,0,9
G5612,0,8
G9001,0,8
G44029,0,8
G90519,0,8
G2579,0,8
G90511,0,8
G8111,0,8
G372,0,8
G40211,0,8
G041,0,8
G522,0,8
G9731,0,7
G8251,0,7
G5680,0,7
G40812,0,7
G90521,0,7
G130,0,7
G463,0,7
G245,0,7
G43101,0,7
G521,0,7
G40501,0,7
G210,0,7
G529,0,7
G5623,0,6
G40814,0,6
G5782,0,6
G723,0,6
G4723,0,6
G129,0,6
G542,0,6
G9762,0,6
G5760,0,6
G40111,0,6
G43719,0,5
G112,0,5
G8323,0,5
G5692,0,5
G7100,0,5
G4721,0,5
G8331,0,5
G001,0,5
G5712,0,5
G40A09,0,5
G652,0,5
G054,0,5
G4753,0,5
G9763,0,5
G40B09,0,5
G26,0,4
G5701,0,4
G5721,0,4
G8253,0,4
G4726,0,4
G830,0,4
G43509,0,4
G5783,0,4
G0401,0,4
G371,0,4
G4729,0,4
G464,0,4
G712,0,4
G219,0,4
G4763,0,4
G5611,0,4
G6189,0,4
G44039,0,4
G9764,0,4
G8381,0,4
G468,0,4
G528,0,4
G7080,0,4
G514,0,4
G7119,0,4
G43811,0,3
G5781,0,3
G5722,0,3
G8330,0,3
G6282,0,3
G44059,0,3
G731,0,3
G9732,0,3
G128,0,3
G803,0,3
G5711,0,3
G43019,0,3
G121,0,3
G4452,0,3
G441,0,3
G44049,0,3
G90512,0,3
G5691,0,3
G5682,0,3
G8322,0,3
G1222,0,3
G451,0,3
G3289,0,3
G40319,0,3
G3281,0,3
G5681,0,3
G508,0,3
G44329,0,3
G4482,0,3
G7089,0,3
G467,0,3
G4484,0,3
G721,0,3
G5713,0,3
G0400,0,3
G933,0,3
G1223,0,2
G5770,0,2
G44221,0,2
G619,0,2
G4722,0,2
G512,0,2
G320,0,2
G4714,0,2
G9749,0,2
G4750,0,2
G59,0,2
G580,0,2
G4727,0,2
G718,0,2
G601,0,2
G5613,0,2
G4485,0,2
G5732,0,2
G5703,0,2
G6182,0,2
G5723,0,2
G5693,0,2
G212,0,2
G9612,0,2
G0431,0,2
G40803,0,2
G9752,0,2
G719,0,2
G47429,0,2
G44201,0,1
G43111,0,1
G213,0,1
G4769,0,1
G44311,0,1
G7101,0,1
G8112,0,1
G8383,0,1
G370,0,1
G8332,0,1
G40019,0,1
G7109,0,1
G8312,0,1
G40A01,0,1
G461,0,1
G5683,0,1
G40811,0,1
G5132,0,1
G9781,0,1
G4735,0,1
G44051,0,1
G43711,0,1
G5750,0,1
G651,0,1
G53,0,1
G43401,0,1
G520,0,1
G43001,0,1
G44019,0,1
G462,0,1
G4719,0,1
G7102,0,1
G43501,0,1
G5640,0,1
G375,0,1
G40A11,0,1
G44099,0,1
G4451,0,1
G4754,0,1
G64,0,1
G254,0,1
G5753,0,1
G8103,0,1
G43011,0,1
G602,0,1
