icd_code,ED,IPD
I4821,0,17
I6031,0,17
I63532,0,17
I6012,0,17
I789,0,16
I70211,0,16
I25720,0,16
I510,0,16
I97710,0,16
I69820,0,16
I70223,0,16
I69192,0,15
I70248,0,15
I63522,0,15
I82291,0,15
I70234,0,15
I69312,0,15
I82721,0,15
I151,0,15
I781,0,15
I82B29,0,15
I70238,0,14
I8311,0,14
I061,0,14
I731,0,14
I7090,0,14
I70298,0,13
I69122,0,13
I773,0,13
I00,0,13
I69344,0,13
I97711,0,13
I69251,0,13
I82C21,0,12
I82722,0,12
I236,0,12
I25718,0,12
I63449,0,12
I6032,0,12
I6312,0,12
I825Z2,0,12
I69321,0,12
I97121,0,12
I82513,0,11
I7589,0,11
I63542,0,11
I825Z1,0,11
I360,0,11
I70213,0,11
I70291,0,11
I454,0,11
I83228,0,11
I8393,0,11
I159,0,10
I82613,0,10
I69365,0,10
I060,0,10
I821,0,10
I69390,0,10
I70293,0,10
I75022,0,10
I69341,0,10
I63521,0,10
I69353,0,10
I75029,0,10
I280,0,9
I82C13,0,9
I2602,0,9
I83029,0,9
I97418,0,9
I70599,0,9
I2583,0,9
I82C22,0,9
I668,0,9
I63541,0,9
I6622,0,9
I970,0,9
I63413,0,9
I63212,0,9
I973,0,8
I749,0,8
I63211,0,8
I69891,0,8
I63112,0,8
I97790,0,8
I079,0,8
I69222,0,8
I69098,0,8
I82503,0,8
I2724,0,8
I69911,0,8
I97791,0,8
I230,0,8
I69220,0,8
I2693,0,8
I69944,0,7
I69323,0,7
I82709,0,7
I6601,0,7
I0989,0,7
I69054,0,7
I69822,0,7
I82541,0,7
I7381,0,7
I69352,0,7
I69990,0,7
I69292,0,7
I7777,0,7
I221,0,7
I673,0,7
I63433,0,7
I82522,0,7
I97120,0,6
I6339,0,6
I63439,0,6
I4902,0,6
I310,0,6
I97131,0,6
I424,0,6
I715,0,6
I63133,0,6
I69119,0,6
I70461,0,6
I8392,0,6
I70242,0,6
I70232,0,6
I82602,0,6
I69291,0,6
I77812,0,6
I83223,0,6
I83023,0,6
I70233,0,6
I21A9,0,5
I69193,0,5
I2121,0,5
I69892,0,5
I688,0,5
I82B22,0,5
I82462,0,5
I6001,0,5
I67850,0,5
I70401,0,5
I70292,0,5
I69244,0,5
I69369,0,5
I5083,0,5
I70422,0,5
I69828,0,5
I63543,0,5
I82452,0,5
I82591,0,4
I6052,0,4
I8290,0,4
I7301,0,4
I82719,0,4
I70792,0,4
I69128,0,4
I69159,0,4
I97611,0,4
I69092,0,4
I9752,0,4
I83218,0,4
I25700,0,4
I092,0,4
I82592,0,4
I82B13,0,4
I69919,0,4
I229,0,4
I63233,0,4
I82529,0,4
I82521,0,4
I25811,0,4
I83213,0,4
I7776,0,4
I69020,0,4
I69923,0,4
I69364,0,4
I82A21,0,4
I63423,0,4
I69934,0,4
I018,0,4
I091,0,4
I70249,0,4
I82601,0,4
I663,0,4
I2101,0,4
I82542,0,3
I25729,0,3
I75023,0,3
I70243,0,3
I682,0,3
I82711,0,3
I87009,0,3
I69310,0,3
I82523,0,3
I63011,0,3
I349,0,3
I82A29,0,3
I6781,0,3
I70709,0,3
I090,0,3
I70701,0,3
I69818,0,3
I82439,0,3
I69931,0,3
I70402,0,3
I82533,0,3
I63513,0,3
I9742,0,3
I69831,0,3
I470,0,3
I6051,0,3
I25709,0,3
I062,0,3
I8010,0,3
I63419,0,3
I69893,0,3
I011,0,3
I6002,0,3
I82813,0,3
I69811,0,3
I825Z3,0,3
I69941,0,3
I83209,0,3
I83892,0,3
I69819,0,3
I63013,0,3
I63012,0,3
I69859,0,3
I6022,0,3
I70435,0,3
I83222,0,3
I63111,0,3
I670,0,3
I83008,0,3
I83893,0,3
I83019,0,3
I6911,0,3
I69144,0,2
I25728,0,2
I7581,0,2
I69051,0,2
I69314,0,2
I232,0,2
I8003,0,2
I289,0,2
I87399,0,2
I881,0,2
I6309,0,2
I83005,0,2
I83812,0,2
I69949,0,2
I70462,0,2
I70762,0,2
I69228,0,2
I97410,0,2
I87302,0,2
I63139,0,2
I9762,0,2
I235,0,2
I899,0,2
I69932,0,2
I69118,0,2
I70411,0,2
I69293,0,2
I69865,0,2
I6010,0,2
I70361,0,2
I788,0,2
I83014,0,2
I83024,0,2
I370,0,2
I228,0,2
I82419,0,2
I63213,0,2
I69110,0,2
I82461,0,2
I492,0,2
I63341,0,2
I63321,0,2
I83013,0,2
I70321,0,2
I69112,0,2
I82723,0,2
I82B21,0,2
I70491,0,2
I2783,0,2
I238,0,2
I97811,0,2
I69165,0,2
I6980,0,2
I97648,0,2
I39,0,2
I87309,0,2
I70445,0,2
I220,0,2
I83813,0,2
I69315,0,2
I70412,0,2
I63332,0,2
I63322,0,2
I445,0,2
I69964,0,2
I69121,0,2
I70492,0,2
I82712,0,2
I69021,0,2
I4811,0,2
I87001,0,2
I69211,0,1
I744,0,1
I6603,0,1
I97810,0,1
I83022,0,1
I83214,0,1
I69164,0,1
I69044,0,1
I4460,0,1
I69823,0,1
I97621,0,1
I63343,0,1
I82499,0,1
I6612,0,1
I70661,0,1
I69141,0,1
I69132,0,1
I63119,0,1
I019,0,1
I70421,0,1
I70638,0,1
I6623,0,1
I70622,0,1
I775,0,1
I87339,0,1
I70344,0,1
I63342,0,1
I25708,0,1
I512,0,1
I70703,0,1
I70322,0,1
I69313,0,1
I6021,0,1
I69265,0,1
I69243,0,1
I69153,0,1
I69241,0,1
I70419,0,1
I70409,0,1
I69219,0,1
I82593,0,1
I63529,0,1
I70702,0,1
I70593,0,1
I87092,0,1
I70623,0,1
I69939,0,1
I369,0,1
I70413,0,1
I69131,0,1
I423,0,1
I82449,0,1
I83004,0,1
I63429,0,1
I70738,0,1
I70735,0,1
I82A13,0,1
I25790,0,1
I372,0,1
I87313,0,1
I97111,0,1
I718,0,1
I69018,0,1
I69022,0,1
I82552,0,1
I6611,0,1
I63533,0,1
I69810,0,1
I87031,0,1
I83208,0,1
I25758,0,1
I70502,0,1
I69821,0,1
I69214,0,1
I70239,0,1
I824Y3,0,1
I070,0,1
I63313,0,1
I69111,0,1
I072,0,1
I70443,0,1
I82713,0,1
I83012,0,1
I69259,0,1
I25812,0,1
I659,0,1
I97641,0,1
I80203,0,1
I97631,0,1
I70598,0,1
I63523,0,1
I83229,0,1
I69815,0,1
I97622,0,1
I69190,0,1
I70761,0,1
I70613,0,1
I069,0,1
I515,0,1
I69918,0,1
I63549,0,1
I82A22,0,1
I69113,0,1
I69152,0,1
I69264,0,1
I69134,0,1
I256,0,1
I69834,0,1
I70403,0,1
I6300,0,1
I010,0,1
I70228,0,1
I70545,0,1
I75019,0,1
I83219,0,1
I69833,0,1
I69212,0,1
I70323,0,1
I63539,0,1
I70601,0,1
I63333,0,1
I83212,0,1
I879,0,1
