icd_code,ED,IPD
M25412,3,10
M7062,3,25
M47817,3,475
M8668,3,103
M948X9,3,46
M898X8,3,17
M5022,3,9
M868X6,3,28
M65142,3,25
M259,3,6
M19072,3,43
M11231,3,11
M4648,3,2
M5136,3,192
M7042,3,10
M47812,3,918
M13862,3,21
M50222,3,14
M3500,3,249
M4804,3,94
M50022,3,20
M6088,3,10
M169,3,321
M940,3,283
M84552A,3,21
M8560,3,6
M25429,3,8
M50223,3,8
M061,3,34
M489,3,26
M25472,3,19
M25061,3,34
M6580,3,26
M488X6,3,3
M4855XA,3,16
M25411,3,9
M488X4,3,6
M799,2,20
M7031,2,6
M0230,2,30
M79A29,2,21
M84550A,2,14
M84471A,2,1
M71522,2,5
M60861,2,3
M1711,2,167
M170,2,444
M7661,2,9
M25442,2,1
M351,2,98
M5387,2,1
M84521A,2,8
M1460,2,181
M25452,2,11
M25449,2,2
M84454A,2,19
M86229,2,2
M11272,2,6
M2010,2,16
M310,2,85
M0800,2,46
M50023,2,11
M7098,2,2
M8708,2,53
M5382,2,45
M978XXA,2,2
M318,2,7
M13872,2,3
M5383,2,0
M86669,2,31
M14671,2,7
M461,2,91
M19071,2,47
M00811,2,8
M86141,2,11
M79A21,2,11
M71521,2,0
M10072,2,14
M064,2,117
M2679,2,32
M7130,2,18
M7121,2,29
M5117,2,99
M86671,2,64
M2669,2,55
M60862,2,4
M2500,2,3
M25432,2,13
M86672,2,77
M729,2,12
M6080,2,11
M1612,2,101
M7551,2,13
M71121,2,8
M13861,2,23
M65141,2,20
M48062,2,60
M00871,2,7
M21371,2,164
M4642,2,17
M79646,2,12
M6588,2,3
M531,2,0
M86651,1,8
M65222,1,0
M5410,1,82
M2560,1,15
M419,1,311
M654,1,16
M21612,1,2
M10031,1,7
M84352A,1,2
M779,1,26
M84550G,1,0
M238X1,1,0
M84461A,1,1
M5021,1,8
M13851,1,3
M13852,1,2
M24452,1,3
M2060,1,2
M60004,1,4
M4310,1,54
M5124,1,19
M868X4,1,18
M10042,1,5
M79606,1,110
M7061,1,25
M13812,1,2
M4625,1,11
M7601,1,0
M13871,1,5
M2769,1,1
M13811,1,1
M50221,1,6
M11269,1,30
M86142,1,3
M11239,1,15
M79A9,1,3
M7550,1,78
M314,1,20
M4724,1,4
M8619,1,1
M25419,1,2
M7580,1,25
M85551,1,1
M5105,1,22
M80851A,1,5
M720,1,38
M01X69,1,5
M13832,1,4
M273,1,4
M660,1,14
M25661,1,1
M8530,1,0
M5107,1,30
M12879,1,1
M12869,1,0
M00011,1,15
M86219,1,7
M10049,1,1
M300,1,73
M4836,1,0
M79A11,1,7
M25049,1,0
M25076,1,1
M87852,1,35
M6628,1,0
M7072,1,11
M12469,1,0
M67432,1,1
M889,1,78
M5002,1,10
M00849,1,17
M84469A,1,6
M20099,1,5
M00822,1,0
M1040,1,3
M60851,1,6
M3481,1,42
M0089,1,6
M00812,1,5
M25872,1,3
M4120,1,316
M7530,1,8
M84511A,1,6
M8440XA,1,5
M86629,1,4
M00071,1,6
M86269,1,12
M355,1,30
M19031,1,14
M50822,1,1
M87851,1,34
M84451A,1,13
M5001,1,22
M47014,1,0
M6009,1,2
M84532A,1,2
M11262,1,20
M01X19,1,0
M4632,1,1
M25441,1,3
M279,1,2
M5030,1,192
M00831,1,1
M84477A,1,1
M25029,1,3
M2548,1,4
M00272,1,2
M8888,1,6
M24412,1,9
M21331,1,10
M2540,1,2
M25474,1,2
M84451K,1,0
M868X3,1,2
M9721XA,1,1
M00842,1,4
M13169,1,4
M9732XA,1,6
M4803,1,6
M8669,1,11
M898X0,1,5
M868X2,1,2
M5115,1,1
M12859,1,1
M20029,1,2
M11261,1,38
M5406,1,0
M00032,1,3
M76899,1,1
M79A12,1,3
M5384,1,3
M160,1,127
M80861A,1,1
M10032,1,4
M25422,1,13
M868X9,1,0
M60052,1,11
M65832,1,4
M84359A,1,8
M19022,1,4
M84433A,1,2
M11232,1,17
M84434A,1,3
M11271,1,4
M5440,1,76
M00242,1,1
M5418,1,11
M21332,1,9
M19021,1,6
M457,1,1
M86111,1,0
M19011,1,99
M7071,1,11
M12852,1,0
M12871,1,0
M08031,1,0
M90552,1,8
M328,1,10
M86161,1,3
M60001,1,3
M629,1,14
M1388,1,5
M721,1,0
M24461,1,2
M5104,1,6
M84422A,1,3
M879,1,58
M84562A,1,1
M65879,1,8
M24472,1,0
M47896,1,110
M00251,1,10
M84371A,1,0
M84372A,1,0
M00852,1,16
M84421A,1,2
M0689,1,4
M20022,1,4
M722,1,69
M8568,1,1
M71161,1,3
M3489,1,20
M4696,1,9
M5023,1,3
M8580,0,1312
M479,0,321
M47892,0,242
M47819,0,222
M40209,0,180
M818,0,154
M1120,0,135
M1710,0,130
M1712,0,123
M19012,0,106
M47816,0,106
M8088XA,0,104
M158,0,103
M0600,0,99
M4807,0,91
M4726,0,74
M189,0,70
M159,0,70
M341,0,69
M5481,0,64
M1991,0,64
M1610,0,61
M96840,0,59
M4316,0,58
M8008XA,0,58
M19041,0,57
M4722,0,57
M79A3,0,56
M47814,0,52
M19042,0,50
M19019,0,44
M059,0,44
M6250,0,43
M2450,0,42
M1380,0,40
M7500,0,39
M8588,0,38
M315,0,36
M839,0,34
M00061,0,32
M264,0,31
M3219,0,31
M79673,0,31
M19049,0,30
M4854XD,0,29
M4716,0,29
M898X9,0,28
M4692,0,27
M1129,0,27
M00062,0,26
M8660,0,26
M75101,0,26
M301,0,26
M941,0,25
M50322,0,25
M4690,0,25
M6284,0,25
M150,0,24
M7501,0,24
M7502,0,23
M21379,0,23
M4312,0,23
M4856XD,0,23
M75102,0,23
M719,0,23
M26609,0,22
M961,0,22
M4808,0,22
M2578,0,21
M1389,0,20
M4714,0,20
M3131,0,20
M5134,0,19
M21969,0,19
M1280,0,19
M0510,0,19
M4010,0,19
M47897,0,18
M5135,0,18
M00051,0,18
M8448XD,0,18
M24542,0,17
M4636,0,17
M4317,0,17
M96831,0,16
M87029,0,16
M19032,0,16
M358,0,16
M79669,0,16
M5414,0,16
M249,0,16
M11869,0,16
M50321,0,15
M3212,0,15
M2040,0,15
M24541,0,15
M4830,0,14
M7138,0,14
M86662,0,14
M7660,0,14
M00012,0,14
M60051,0,13
M4850XA,0,13
M4852XA,0,13
M6530,0,13
M1480,0,13
M9984,0,13
M4727,0,13
M4656,0,13
M00851,0,13
M4805,0,13
M960,0,13
M8008XD,0,13
M25451,0,12
M2570,0,12
M539,0,12
M40299,0,12
M40204,0,12
M0609,0,12
M5031,0,12
M50123,0,12
M317,0,12
M6200,0,11
M86249,0,11
M868X5,0,11
M0200,0,11
M9250,0,11
M00052,0,11
M4186,0,11
M24411,0,11
M2660,0,11
M4810,0,11
M1009,0,11
M4832,0,11
M86652,0,10
M7150,0,10
M8000XA,0,10
M8970,0,10
M452,0,10
M7541,0,10
M488X2,0,10
M79676,0,10
M4302,0,10
M5186,0,10
M86661,0,10
M6259,0,10
M041,0,10
M532X2,0,10
M14672,0,10
M19079,0,10
M00072,0,9
M7532,0,9
M79603,0,9
M80052A,0,9
M87352,0,9
M8788,0,9
M3213,0,9
M898X6,0,9
M4180,0,9
M1189,0,9
M65871,0,9
M50122,0,9
M1180,0,9
M4150,0,9
M8448XS,0,9
M778,0,9
M8589,0,9
M1288,0,9
M75100,0,9
M25421,0,9
M24561,0,8
M2662,0,8
M00262,0,8
M87351,0,8
M4623,0,8
M89772,0,8
M80852A,0,8
M454,0,8
M2011,0,8
M8458XD,0,8
M0680,0,8
M7731,0,8
M4640,0,8
M278,0,8
M2140,0,8
M00261,0,8
M8088XD,0,8
M5080,0,8
M90551,0,7
M65861,0,7
M86151,0,7
M85862,0,7
M5032,0,7
M40202,0,7
M86619,0,7
M62561,0,7
M1230,0,7
M80051A,0,7
M4720,0,7
M79643,0,7
M0769,0,7
M4040,0,7
M11242,0,7
M456,0,7
M2240,0,7
M2042,0,7
M24562,0,7
M86642,0,7
M40294,0,7
M0820,0,7
M303,0,6
M7752,0,6
M21549,0,6
M50021,0,6
M2689,0,6
M71551,0,6
M5011,0,6
M154,0,6
M5010,0,6
M9702XD,0,6
M438X4,0,6
M3509,0,6
M62562,0,6
M71552,0,6
M24459,0,6
M2041,0,6
M85872,0,6
M65811,0,6
M47894,0,6
M952,0,6
M11241,0,6
M96661,0,6
M47899,0,6
M7060,0,6
M11279,0,6
M7520,0,6
M96843,0,6
M24549,0,6
M71162,0,6
M7732,0,6
M7542,0,6
M11839,0,6
M84411A,0,6
M6249,0,5
M6258,0,5
M13842,0,5
M898X5,0,5
M7711,0,5
M01X0,0,5
M8008XS,0,5
M0500,0,5
M65812,0,5
M6208,0,5
M06861,0,5
M13161,0,5
M25669,0,5
M06841,0,5
M67479,0,5
M7730,0,5
M458,0,5
M21859,0,5
M50121,0,5
M7591,0,5
M62831,0,5
M20019,0,5
M954,0,5
M24451,0,5
M205X9,0,5
M4710,0,5
M7552,0,5
M25019,0,5
M4658,0,5
M7662,0,5
M14679,0,5
M75120,0,5
M00821,0,5
M6089,0,5
M4657,0,5
M950,0,5
M5114,0,5
M4185,0,5
M60062,0,5
M89771,0,5
M9088,0,5
M5033,0,5
M26601,0,5
M3392,0,4
M7632,0,4
M02372,0,4
M153,0,4
M7521,0,4
M216X1,0,4
M4814,0,4
M24572,0,4
M4200,0,4
M7540,0,4
M898X7,0,4
M40205,0,4
M11849,0,4
M7592,0,4
M84462A,0,4
M67441,0,4
M083,0,4
M25332,0,4
M62462,0,4
M119,0,4
M8508,0,4
M3310,0,4
M85852,0,4
M26629,0,4
M1732,0,4
M47815,0,4
M0520,0,4
M75111,0,4
M2142,0,4
M62422,0,4
M13869,0,4
M24576,0,4
M13162,0,4
M24575,0,4
M47895,0,4
M65831,0,4
M23009,0,4
M1200,0,4
M7751,0,4
M24529,0,4
M11219,0,4
M5012,0,4
M4812,0,4
M20092,0,4
M67471,0,4
M4637,0,4
M06041,0,4
M9669,0,4
M2350,0,4
M8700,0,4
M60852,0,4
M06842,0,4
M450,0,4
M0760,0,4
M4855XD,0,4
M60022,0,4
M4850XS,0,4
M40292,0,4
M24574,0,4
M84454D,0,4
M7710,0,4
M4645,0,4
M4850XD,0,4
M19039,0,4
M88852,0,4
M00022,0,4
M790,0,4
M87152,0,4
M769,0,4
M247,0,4
M8088XS,0,4
M87151,0,4
M96662,0,4
M8080XA,0,4
M0239,0,4
M84421D,0,4
M84559D,0,4
M84522A,0,4
M4844XA,0,4
M9905,0,4
M02361,0,4
M3322,0,3
M6790,0,3
M00021,0,3
M60003,0,3
M84534A,0,3
M24669,0,3
M8438XA,0,3
M362,0,3
M24661,0,3
M7630,0,3
M62421,0,3
M963,0,3
M8448XG,0,3
M65862,0,3
M75121,0,3
M86611,0,3
M11212,0,3
M180,0,3
M7702,0,3
M4306,0,3
M7581,0,3
M2630,0,3
M7032,0,3
M65042,0,3
M11252,0,3
M84551D,0,3
M84422D,0,3
M25642,0,3
M11829,0,3
M00872,0,3
M75112,0,3
M8978,0,3
M320,0,3
M66259,0,3
M60011,0,3
M25473,0,3
M85859,0,3
M65872,0,3
M3321,0,3
M2580,0,3
M152,0,3
M25612,0,3
M76892,0,3
M4855XS,0,3
M868X1,0,3
M00841,0,3
M1128,0,3
M13159,0,3
M7070,0,3
M79659,0,3
M11221,0,3
M7522,0,3
M20032,0,3
M9712XD,0,3
M71561,0,3
M25649,0,3
M25629,0,3
M4322,0,3
M7750,0,3
M1812,0,3
M11249,0,3
M7531,0,3
M00252,0,3
M86152,0,3
M439,0,3
M86162,0,3
M25861,0,3
M21961,0,3
M7712,0,3
M167,0,3
M84453D,0,3
M00231,0,3
M06042,0,3
M5415,0,3
M8889,0,3
M50323,0,3
M60000,0,3
M4686,0,3
M11259,0,3
M319,0,3
M21171,0,3
M12569,0,3
M11819,0,3
M6701,0,3
M2634,0,3
M3391,0,3
M10041,0,3
M80021A,0,3
M4307,0,3
M619,0,3
M60031,0,3
M25811,0,3
M13859,0,3
M23206,0,3
M02362,0,3
M24569,0,3
M00041,0,3
M13172,0,3
M6589,0,3
M47893,0,3
M438X6,0,3
M166,0,3
M9711XD,0,3
M728,0,3
M80071A,0,3
M84454S,0,3
M13831,0,3
M357,0,3
M66369,0,3
M13171,0,3
M10272,0,3
M84412A,0,3
M21611,0,3
M21939,0,3
M6528,0,3
M21962,0,3
M87188,0,3
M25372,0,3
M0579,0,3
M7582,0,3
M2390,0,3
M8940,0,3
M20091,0,3
M02371,0,3
M1240,0,3
M25852,0,3
M86641,0,3
M85861,0,3
M47022,0,3
M71022,0,3
M26623,0,2
M25312,0,2
M25774,0,2
M9230,0,2
M435X2,0,2
M80852K,0,2
M7740,0,2
M23207,0,2
M06862,0,2
M6700,0,2
M8950,0,2
M4682,0,2
M0809,0,2
M1993,0,2
M12539,0,2
M6702,0,2
M270,0,2
M84412D,0,2
M0519,0,2
M4654,0,2
M87875,0,2
M10271,0,2
M84464A,0,2
M23339,0,2
M958,0,2
M84675A,0,2
M65851,0,2
M7140,0,2
M880,0,2
M6740,0,2
M4634,0,2
M85841,0,2
M5386,0,2
M00211,0,2
M6389,0,2
M76891,0,2
M8448XK,0,2
M24076,0,2
M25162,0,2
M8080XS,0,2
M2480,0,2
M0639,0,2
M238X9,0,2
M71172,0,2
M94262,0,2
M9180,0,2
M4699,0,2
M8500,0,2
M87159,0,2
M65242,0,2
M71042,0,2
M40203,0,2
M87874,0,2
M11832,0,2
M24471,0,2
M9953,0,2
M1489,0,2
M438X9,0,2
M67431,0,2
M4801,0,2
M1310,0,2
M13139,0,2
M25849,0,2
M10022,0,2
M84478A,0,2
M1020,0,2
M1992,0,2
M86462,0,2
M85672,0,2
M84439A,0,2
M4326,0,2
M86471,0,2
M25871,0,2
M11872,0,2
M11871,0,2
M3502,0,2
M4047,0,2
M24852,0,2
M13152,0,2
M0028,0,2
M1188,0,2
M0589,0,2
M838,0,2
M25072,0,2
M26602,0,2
M24519,0,2
M8450XA,0,2
M84459D,0,2
M1810,0,2
M23349,0,2
M01X59,0,2
M25039,0,2
M25475,0,2
M25021,0,2
M4182,0,2
M21839,0,2
M2508,0,2
M66269,0,2
M50020,0,2
M340,0,2
M50320,0,2
M60061,0,2
M7051,0,2
M25812,0,2
M2061,0,2
M4649,0,2
M4134,0,2
M87180,0,2
M65172,0,2
M9111,0,2
M26603,0,2
M47898,0,2
M84375A,0,2
M5184,0,2
M4694,0,2
M13819,0,2
M12579,0,2
M2012,0,2
M65331,0,2
M25762,0,2
M21051,0,2
M4324,0,2
M84550D,0,2
M2391,0,2
M4140,0,2
M1100,0,2
M1289,0,2
M41129,0,2
M25611,0,2
M84361A,0,2
M4652,0,2
M84452S,0,2
M80032A,0,2
M3319,0,2
M84512A,0,2
M216X2,0,2
M24539,0,2
M00212,0,2
M4130,0,2
M90521,0,2
M84475A,0,2
M2749,0,2
M25832,0,2
M13841,0,2
M88851,0,2
M21832,0,2
M67813,0,2
M00042,0,2
M84351A,0,2
M84441A,0,2
M4856XS,0,2
M25831,0,2
M8620,0,2
M205X2,0,2
M96622,0,2
M84552D,0,2
M25671,0,2
M60821,0,2
M25676,0,2
M532X6,0,2
M62461,0,2
M96810,0,2
M71071,0,2
M24532,0,2
M623,0,2
M87076,0,2
M1029,0,2
M02369,0,2
M7651,0,2
M4321,0,1
M6518,0,1
M13849,0,1
M84350A,0,1
M12839,0,1
M2761,0,1
M11879,0,1
M21752,0,1
M05852,0,1
M0570,0,1
M6100,0,1
M79629,0,1
M4304,0,1
M67472,0,1
M87353,0,1
M4015,0,1
M24375,0,1
M60831,0,1
M308,0,1
M62161,0,1
M87811,0,1
M87812,0,1
M1249,0,1
M00221,0,1
M1652,0,1
M67863,0,1
M02339,0,1
M84475K,0,1
M21769,0,1
M25622,0,1
M89551,0,1
M24522,0,1
M13151,0,1
M21852,0,1
M10341,0,1
M0009,0,1
M6220,0,1
M01X79,0,1
M01X39,0,1
M8738,0,1
M85061,0,1
M24152,0,1
M86452,0,1
M11251,0,1
M9973,0,1
M86622,0,1
M84421S,0,1
M12551,0,1
M19212,0,1
M6248,0,1
M23269,0,1
M62242,0,1
M23203,0,1
M87051,0,1
M4856XG,0,1
M71371,0,1
M5091,0,1
M05341,0,1
M05342,0,1
M342,0,1
M2663,0,1
M9951,0,1
M71131,0,1
M21619,0,1
M9510,0,1
M0688,0,1
M859,0,1
M24512,0,1
M532X9,0,1
M01X42,0,1
M11842,0,1
M66821,0,1
M7670,0,1
M61452,0,1
M86052,0,1
M84462D,0,1
M61451,0,1
M50823,0,1
M7612,0,1
M6752,0,1
M6751,0,1
M84432A,0,1
M89752,0,1
M360,0,1
M84432K,0,1
M5147,0,1
M21922,0,1
M25374,0,1
M724,0,1
M532X4,0,1
M4848XA,0,1
M84474K,0,1
M84474A,0,1
M87850,0,1
M67834,0,1
M06851,0,1
M87829,0,1
M21272,0,1
M21059,0,1
M4156,0,1
M4604,0,1
M84434S,0,1
M24429,0,1
M40295,0,1
M19122,0,1
M21762,0,1
M4319,0,1
M354,0,1
M00241,0,1
M06831,0,1
M10069,0,1
M65341,0,1
M08841,0,1
M08842,0,1
M25851,0,1
M4325,0,1
M2141,0,1
M87122,0,1
M4858XA,0,1
M4854XS,0,1
M24029,0,1
M96671,0,1
M87121,0,1
M6240,0,1
M0569,0,1
M70932,0,1
M455,0,1
M86639,0,1
M26220,0,1
M47818,0,1
M9112,0,1
M532X5,0,1
M25712,0,1
M66349,0,1
M2341,0,1
M0530,0,1
M05831,0,1
M05832,0,1
M0880,0,1
M80872D,0,1
M13131,0,1
M7611,0,1
M07671,0,1
M01X52,0,1
M67864,0,1
M21512,0,1
M80059A,0,1
M80072A,0,1
M1651,0,1
M21151,0,1
M4853XA,0,1
M25022,0,1
M13119,0,1
M67271,0,1
M23204,0,1
M23201,0,1
M2342,0,1
M25059,0,1
M90559,0,1
M530,0,1
M4815,0,1
M00019,0,1
M76821,0,1
M12811,0,1
M3313,0,1
M84361D,0,1
M21921,0,1
M9911,0,1
M438X5,0,1
M66862,0,1
M2428,0,1
M19029,0,1
M66829,0,1
M3329,0,1
M5146,0,1
M06822,0,1
M5003,0,1
M84431D,0,1
M8900,0,1
M23329,0,1
M13879,0,1
M3399,0,1
M87837,0,1
M3483,0,1
M90511,0,1
M6618,0,1
M25721,0,1
M84651A,0,1
M71571,0,1
M60012,0,1
M84559G,0,1
M25549,0,1
M62251,0,1
M488X9,0,1
M85832,0,1
M8630,0,1
M25373,0,1
M65839,0,1
M0238,0,1
M7700,0,1
M2352,0,1
M86612,0,1
M86271,0,1
M881,0,1
M85871,0,1
M25652,0,1
M9712XS,0,1
M8648,0,1
M25674,0,1
M0580,0,1
M20039,0,1
M8629,0,1
M25675,0,1
M25641,0,1
M12561,0,1
M19171,0,1
M06872,0,1
M8639,0,1
M62252,0,1
M89351,0,1
M0000,0,1
M2100,0,1
M9701XD,0,1
M24662,0,1
M84472A,0,1
M89761,0,1
M02379,0,1
M6010,0,1
M86451,0,1
M71562,0,1
M2762,0,1
M21622,0,1
M19141,0,1
M60044,0,1
M84561D,0,1
M21271,0,1
M24571,0,1
M21062,0,1
M8080XD,0,1
M25052,0,1
M8088XG,0,1
M62551,0,1
M8710,0,1
M26212,0,1
M910,0,1
M9110,0,1
M66841,0,1
M368,0,1
M12529,0,1
M65251,0,1
M25862,0,1
M4635,0,1
M62152,0,1
M4320,0,1
M65822,0,1
M80852S,0,1
M4314,0,1
M07662,0,1
M12812,0,1
M84650D,0,1
M4826,0,1
M9380,0,1
M931,0,1
M84462G,0,1
M84362K,0,1
M19172,0,1
M20012,0,1
M87871,0,1
M4313,0,1
M85869,0,1
M06849,0,1
M85412,0,1
M25359,0,1
M25772,0,1
M80061A,0,1
M65311,0,1
M12439,0,1
M6750,0,1
M2392,0,1
M4857XA,0,1
M62541,0,1
M62542,0,1
M24476,0,1
M80862A,0,1
M5380,0,1
M02312,0,1
M25639,0,1
M65151,0,1
M9420,0,1
M21542,0,1
M02169,0,1
M12862,0,1
M80851S,0,1
M87819,0,1
M8008XG,0,1
M84561A,0,1
M26213,0,1
M25311,0,1
M65131,0,1
M84672A,0,1
M3211,0,1
M05612,0,1
M948X8,0,1
M25331,0,1
M4014,0,1
M84452D,0,1
M84521D,0,1
M62511,0,1
M21931,0,1
M21932,0,1
M9320,0,1
M65821,0,1
M049,0,1
M20031,0,1
M9983,0,1
M25775,0,1
M86132,0,1
M24619,0,1
M7158,0,1
M25761,0,1
M9068,0,1
M71152,0,1
M84422K,0,1
M4842XA,0,1
M1630,0,1
M87350,0,1
M25859,0,1
M25879,0,1
M24674,0,1
M60074,0,1
M24552,0,1
M84421K,0,1
M10321,0,1
M60811,0,1
M85831,0,1
M01X49,0,1
M10462,0,1
M6140,0,1
M955,0,1
M25621,0,1
M86461,0,1
M21831,0,1
M25172,0,1
M84751A,0,1
M84674A,0,1
M5013,0,1
M8558,0,1
M87832,0,1
M4713,0,1
M26221,0,1
M01X9,0,1
M65852,0,1
M02331,0,1
M20021,0,1
M898X4,0,1
M80822A,0,1
M0008,0,1
M87878,0,1
M25011,0,1
M25662,0,1
M84532D,0,1
M85441,0,1
M26622,0,1
M00069,0,1
M65171,0,1
M2460,0,1
M8458XG,0,1
M24559,0,1
M47813,0,1
M453,0,1
M13141,0,1
M1250,0,1
M21172,0,1
M85879,0,1
M84432D,0,1
M7650,0,1
M25051,0,1
M60042,0,1
M84641A,0,1
M65342,0,1
M71372,0,1
M25619,0,1
M12819,0,1
M63852,0,1
M89741,0,1
M65041,0,1
M24222,0,1
M94261,0,1
M7912,0,1
M71159,0,1
M4643,0,1
M24441,0,1
M84652A,0,1
M24652,0,1
M00271,0,1
M67411,0,1
M24119,0,1
M60871,0,1
M25869,0,1
M7701,0,1
M2340,0,1
M24019,0,1
M1239,0,1
M12562,0,1
M8468XD,0,1
M80022A,0,1
M85829,0,1
M88822,0,1
M868X0,0,1
M10471,0,1
M19112,0,1
M0840,0,1
M8958,0,1
M65161,0,1
M25161,0,1
M5144,0,1
M0289,0,1
M87821,0,1
M10211,0,1
M24376,0,1
M02871,0,1
M80851D,0,1
M86472,0,1
M2062,0,1
M60073,0,1
M24072,0,1
M14662,0,1
M25371,0,1
M8440XD,0,1
M4318,0,1
M07661,0,1
M10079,0,1
M3393,0,1
M24859,0,1
M86422,0,1
M23359,0,1
M2600,0,1
M24022,0,1
M8548,0,1
M205X1,0,1
M60812,0,1
M4013,0,1
M62431,0,1
M24812,0,1
M25841,0,1
M794,0,1
M24531,0,1
M10472,0,1
M6210,0,1
M9060,0,1
M24469,0,1
M24352,0,1
M21061,0,1
M8610,0,1
M71021,0,1
M67449,0,1
M12269,0,1
M06019,0,1
M06059,0,1
M62549,0,1
M1731,0,1
M00151,0,1
M24832,0,1
M898X2,0,1
M21539,0,1
M8789,0,1
M0890,0,1
M70862,0,1
M4183,0,1
M23369,0,1
M80062A,0,1
M06049,0,1
M84472D,0,1
M60032,0,1
M2420,0,1
M4846XA,0,1
M24311,0,1
M24012,0,1
M00232,0,1
M11831,0,1
M84461S,0,1
