icd_code,ED,IPD
Z96653,6,1602
Z79890,6,76
Z0289,6,6
Z170,6,1003
Z89519,5,1302
Z3800,5,0
Z20811,5,0
Z9849,5,452
Z658,5,620
Z8579,5,845
Z749,5,0
Z45018,5,1087
Z01818,5,23
Z464,5,1
Z954,5,375
Z4781,4,6
Z20818,4,7
Z0279,4,0
Z905,4,2447
Z575,4,11
Z89511,4,447
Z207,4,4
Z4589,4,12
Z209,4,1
Z111,4,67
Z8572,4,764
Z942,4,34
Z435,4,61
Z8674,4,1586
Z85841,4,347
Z792,4,522
Z758,4,27
Z8589,4,743
Z30431,4,2
Z9484,4,1541
Z85828,4,8649
Z5189,4,331
Z936,4,973
Z1630,4,56
Z8547,4,406
Z91120,4,94
Z931,4,2459
Z85821,3,126
Z711,3,4
Z77120,3,14
Z96619,3,298
Z85810,3,258
Z89619,3,503
Z1159,3,6
Z30432,3,35
Z7952,3,6087
Z89611,3,161
Z4901,3,30
Z205,3,29
Z8544,3,299
Z3400,3,1
Z2914,2,1
Z8507,2,268
Z5321,2,97
Z96611,2,195
Z923,2,7997
Z96661,2,7
Z3403,2,1
Z3401,2,0
Z4822,2,3
Z3200,2,2
Z91013,2,161
Z91410,2,960
Z448,2,4
Z171,2,258
Z6791,2,18
Z48812,2,42
Z9289,2,46
Z381,2,0
Z418,2,123
Z595,2,229
Z023,2,0
Z008,2,26
Z608,2,24
Z591,2,30
Z980,2,1053
Z639,2,30
Z733,2,25
Z1624,2,558
Z4902,2,9
Z7729,2,12
Z598,2,110
Z8611,2,861
Z96629,2,27
Z4651,2,25
Z8549,2,53
Z8545,2,7
Z006,2,7530
Z569,2,2
Z803,2,2708
Z8529,2,48
Z7689,2,7
Z8249,2,9255
Z9886,2,4
Z20820,2,0
Z9911,2,423
Z7151,1,8
Z77011,1,4
Z48815,1,41
Z87311,1,540
Z523,1,0
Z634,1,136
Z729,1,0
Z793,1,18
Z79811,1,20
Z01812,1,0
Z119,1,0
Z85831,1,105
Z022,1,1
Z4502,1,841
Z8612,1,187
Z8500,1,40
Z2239,1,433
Z85840,1,74
Z72820,1,81
Z3041,1,4
Z742,1,41
Z859,1,163
Z9359,1,88
Z1832,1,0
Z438,1,36
Z953,1,2592
Z8553,1,86
Z5329,1,790
Z8651,1,0
Z85858,1,39
Z7189,1,197
Z8481,1,13
Z961,1,315
Z66,1,20923
Z899,1,33
Z1401,1,14
Z0471,1,2
Z748,1,6
Z89421,1,487
Z9081,1,449
Z3490,1,9
Z562,1,1
Z6824,1,2100
Z1509,1,88
Z0472,1,1
Z8781,1,1308
Z96698,1,22
Z5181,1,506
Z8661,1,237
Z947,1,224
Z3492,1,0
Z471,1,36
Z96612,1,186
Z943,1,0
Z371,1,86
Z701,1,0
Z48811,1,15
Z4509,1,57
Z1329,1,0
Z9115,1,270
Z592,1,6
Z3481,1,0
Z62820,1,4
Z85830,1,217
Z4541,1,14
Z87412,1,1
Z604,1,10
Z0100,1,0
Z379,1,6
Z3402,1,0
Z990,1,1
Z1619,1,128
Z681,1,3999
Z021,1,0
Z112,1,0
Z6741,1,38
Z7951,1,127
Z8639,1,102
Z299,1,0
Z036,1,1
Z483,1,35
Z91012,1,13
Z515,0,7494
Z9221,0,7336
Z5111,0,5061
Z6841,0,4956
Z9049,0,4904
Z86010,0,3712
Z800,0,3651
Z90710,0,2786
Z6842,0,2601
Z8619,0,2525
Z22330,0,2463
Z7682,0,2384
Z8711,0,2381
Z9089,0,2254
Z6843,0,2018
Z833,0,1833
Z801,0,1783
Z9010,0,1598
Z6832,0,1543
Z6835,0,1500
Z6837,0,1475
Z6836,0,1471
Z6833,0,1449
Z6831,0,1387
Z6834,0,1386
Z9079,0,1324
Z6838,0,1305
Z6839,0,1288
Z89429,0,1224
Z818,0,1222
Z6830,0,1208
Z8701,0,1136
Z5309,0,1124
Z880,0,1089
Z808,0,1047
Z823,0,999
Z8719,0,944
Z560,0,926
Z6829,0,916
Z8042,0,834
Z888,0,828
Z6827,0,803
Z6828,0,802
Z902,0,758
Z6825,0,755
Z6823,0,734
Z6820,0,713
Z6822,0,708
Z302,0,684
Z6826,0,679
Z7401,0,667
Z6821,0,661
Z1639,0,624
Z95820,0,611
Z8571,0,593
Z934,0,580
Z1611,0,539
Z77090,0,533
Z2821,0,517
Z807,0,501
Z8041,0,487
Z5112,0,463
Z6844,0,454
Z882,0,452
Z372,0,437
Z89422,0,432
Z538,0,415
Z806,0,415
Z95828,0,409
Z9111,0,368
Z809,0,360
Z79891,0,351
Z8049,0,344
Z87898,0,343
Z881,0,342
Z903,0,338
Z90411,0,326
Z89419,0,292
Z811,0,285
Z1621,0,280
Z9851,0,274
Z6845,0,273
Z5331,0,266
Z89439,0,262
Z62810,0,262
Z91041,0,258
Z885,0,255
Z906,0,248
Z86011,0,245
Z8051,0,237
Z89411,0,222
Z30430,0,220
Z1501,0,215
Z9012,0,213
Z8241,0,211
Z89412,0,208
Z90722,0,208
Z4931,0,207
Z9011,0,205
Z9013,0,196
Z8052,0,176
Z9689,0,176
Z1211,0,173
Z886,0,173
Z713,0,172
Z2251,0,168
Z95818,0,166
Z1629,0,165
Z89612,0,164
Z7722,0,161
Z87310,0,160
Z95811,0,159
Z89029,0,156
Z8379,0,152
Z832,0,151
Z141,0,150
Z148,0,148
Z4001,0,148
Z8489,0,148
Z1623,0,145
Z8774,0,144
Z87828,0,139
Z516,0,138
Z841,0,136
Z89431,0,132
Z510,0,130
Z1635,0,130
Z01810,0,130
Z2889,0,130
Z89432,0,127
Z91040,0,126
Z90410,0,125
Z91048,0,125
Z481,0,123
Z85818,0,122
Z2252,0,117
Z820,0,117
Z91018,0,115
Z960,0,115
Z8669,0,113
Z603,0,112
Z228,0,112
Z602,0,109
Z8659,0,107
Z653,0,106
Z87890,0,104
Z421,0,100
Z8672,0,96
Z86000,0,90
Z780,0,90
Z9862,0,88
Z22321,0,88
Z635,0,87
Z89021,0,85
Z472,0,84
Z825,0,84
Z91412,0,79
Z45010,0,79
Z1622,0,76
Z559,0,76
Z89022,0,75
Z8613,0,74
Z9001,0,73
Z9489,0,68
Z531,0,67
Z9350,0,66
Z8759,0,64
Z883,0,63
Z8559,0,61
Z411,0,61
Z802,0,61
Z969,0,60
Z8349,0,59
Z86018,0,59
Z970,0,58
Z90721,0,57
Z85068,0,57
Z716,0,56
Z636,0,53
Z4733,0,53
Z813,0,51
Z90711,0,50
Z7382,0,48
Z9885,0,48
Z7141,0,47
Z836,0,46
Z599,0,45
Z9852,0,44
Z8709,0,44
Z224,0,44
Z524,0,44
Z1612,0,43
Z91010,0,43
Z79810,0,43
Z9351,0,42
Z62811,0,41
Z862,0,41
Z9841,0,40
Z9842,0,40
Z8522,0,40
Z462,0,38
Z6372,0,38
Z938,0,37
Z8261,0,36
Z9882,0,35
Z7251,0,35
Z85110,0,35
Z87892,0,35
Z5320,0,34
Z4009,0,34
Z87448,0,34
Z8043,0,32
Z428,0,32
Z8371,0,31
Z4542,0,31
Z8271,0,30
Z9883,0,30
Z8739,0,30
Z9225,0,30
Z4002,0,29
Z1502,0,28
Z4732,0,27
Z6711,0,26
Z8512,0,25
Z8554,0,25
Z89629,0,25
Z390,0,25
Z724,0,25
Z9109,0,24
Z86008,0,24
Z8742,0,24
Z978,0,24
Z5332,0,22
Z967,0,21
Z85060,0,21
Z887,0,20
Z91419,0,20
Z814,0,20
Z8550,0,19
Z89209,0,19
Z89119,0,19
Z87312,0,19
Z91130,0,19
Z87738,0,19
Z22338,0,19
Z298,0,18
Z62898,0,18
Z89019,0,18
Z221,0,18
Z62819,0,18
Z1589,0,17
Z91038,0,17
Z227,0,17
Z48298,0,16
Z872,0,16
Z7983,0,16
Z7409,0,15
Z4681,0,15
Z91411,0,15
Z87410,0,15
Z597,0,14
Z9189,0,14
Z89529,0,14
Z726,0,14
Z408,0,14
Z91011,0,14
Z87728,0,13
Z812,0,13
Z79818,0,13
Z20821,0,13
Z8603,0,13
Z8776,0,13
Z651,0,13
Z9621,0,13
Z550,0,13
Z373,0,13
Z593,0,13
Z85848,0,13
Z2809,0,12
Z574,0,12
Z89219,0,12
Z9002,0,12
Z959,0,12
Z6852,0,12
Z8279,0,11
Z2802,0,11
Z85030,0,11
Z884,0,11
Z831,0,11
Z539,0,10
Z1620,0,10
Z9482,0,10
Z87798,0,10
Z91030,0,10
Z2803,0,10
Z192,0,10
Z9989,0,10
Z8269,0,10
Z89212,0,10
Z86001,0,10
Z5731,0,10
Z6721,0,10
Z87718,0,9
Z4932,0,9
Z3759,0,9
Z1504,0,9
Z98818,0,9
Z87790,0,9
Z72811,0,9
Z451,0,9
Z9229,0,9
Z8342,0,9
Z842,0,8
Z655,0,8
Z89522,0,8
Z85238,0,8
Z83511,0,8
Z6332,0,8
Z741,0,8
Z374,0,8
Z4549,0,8
Z2882,0,8
Z596,0,8
Z1811,0,8
Z8059,0,8
Z8751,0,7
Z89622,0,7
Z48810,0,7
Z30014,0,7
Z89012,0,7
Z641,0,7
Z9149,0,7
Z659,0,6
Z889,0,6
Z89112,0,6
Z731,0,6
Z572,0,6
Z89229,0,6
Z62812,0,6
Z87438,0,6
Z77018,0,6
Z96639,0,6
Z289,0,6
Z48816,0,6
Z4430,0,5
Z0379,0,5
Z89521,0,5
Z609,0,5
Z30433,0,5
Z7252,0,5
Z9682,0,5
Z1633,0,5
Z8615,0,5
Z77123,0,5
Z1610,0,5
Z96622,0,5
Z939,0,5
Z96662,0,5
Z640,0,5
Z30018,0,5
Z8262,0,5
Z4823,0,4
Z3049,0,4
Z98811,0,4
Z558,0,4
Z85040,0,4
Z391,0,4
Z4821,0,4
Z1812,0,4
Z8520,0,4
Z2801,0,4
Z89011,0,4
Z96621,0,4
Z8775,0,4
Z89211,0,4
Z98891,0,4
Z723,0,4
Z743,0,4
Z8540,0,4
Z9223,0,4
Z96669,0,4
Z85520,0,4
Z2804,0,4
Z5339,0,4
Z9352,0,4
Z7389,0,3
Z87441,0,3
Z3751,0,3
Z789,0,3
Z89621,0,3
Z5289,0,3
Z283,0,3
Z717,0,3
Z754,0,3
Z9009,0,3
Z86006,0,3
Z89239,0,3
Z92241,0,3
Z3009,0,3
Z946,0,3
Z5689,0,3
Z949,0,3
Z85020,0,3
Z4003,0,3
Z48813,0,3
Z08,0,3
Z89111,0,3
Z821,0,3
Z8632,0,3
Z89232,0,3
Z822,0,2
Z005,0,2
Z750,0,2
Z30017,0,2
Z16342,0,2
Z6731,0,2
Z1231,0,2
Z13858,0,2
Z1632,0,2
Z9660,0,2
Z87720,0,2
Z89442,0,2
Z2231,0,2
Z9102,0,2
Z308,0,2
Z86005,0,2
Z90712,0,2
Z124,0,2
Z526,0,2
Z553,0,2
Z571,0,2
Z87730,0,2
Z965,0,2
Z600,0,2
Z377,0,2
Z650,0,2
Z87821,0,2
Z1839,0,2
Z920,0,2
Z6854,0,2
Z0371,0,2
Z135,0,2
Z89201,0,2
Z8341,0,2
Z77010,0,2
Z77012,0,2
Z89221,0,2
Z30013,0,2
Z52091,0,2
Z529,0,2
Z96693,0,2
Z1883,0,2
Z45812,0,2
Z945,0,2
Z89222,0,2
Z6851,0,2
Z810,0,2
Z752,0,2
Z843,0,2
Z48814,0,2
Z3189,0,2
Z439,0,2
Z2883,0,2
Z2001,0,2
Z566,0,2
Z191,0,2
Z0001,0,2
Z8631,0,2
Z3046,0,2
Z594,0,1
Z129,0,1
Z0374,0,1
Z3483,0,1
Z52011,0,1
Z8352,0,1
Z83518,0,1
Z3162,0,1
Z98870,0,1
Z551,0,1
Z755,0,1
Z96691,0,1
Z87710,0,1
Z31,0,1
Z3491,0,1
Z3141,0,1
Z564,0,1
Z4731,0,1
Z83438,0,1
Z900,0,1
Z95812,0,1
Z13220,0,1
Z3182,0,1
Z9222,0,1
Z763,0,1
Z01419,0,1
Z77118,0,1
Z1151,0,1
Z2259,0,1
Z563,0,1
Z01811,0,1
Z131,0,1
Z1631,0,1
Z9710,0,1
Z98810,0,1
Z182,0,1
Z419,0,1
Z0283,0,1
Z13850,0,1
Z333,0,1
Z68,0,1
Z840,0,1
Z6853,0,1
Z9142,0,1
Z77128,0,1
Z89202,0,1
Z871,0,1
Z6740,0,1
Z6720,0,1
Z204,0,1
Z4420,0,1
Z220,0,1
Z565,0,1
Z654,0,1
Z9283,0,1
Z86012,0,1
Z779,0,1
Z392,0,1
Z136,0,1
Z6911,0,1
Z6982,0,1
Z281,0,1
Z963,0,1
Z652,0,1
Z1289,0,1
Z983,0,1
Z461,0,1
Z86007,0,1
Z891,0,1
Z87430,0,1
Z114,0,1
Z130,0,1
Z16341,0,1
Z45811,0,1
Z412,0,1
Z046,0,1
Z972,0,1
Z96632,0,1
Z736,0,1
Z72821,0,1
Z222,0,1
Z026,0,1
Z702,0,1
Z30011,0,1
Z315,0,1
Z5333,0,1
Z9281,0,1
Z309,0,1
Z62890,0,1
