icd_code,ED,IPD
E744,0,2
E290,0,2
E8652,0,2
E1011,0,2
E0521,0,2
E0951,0,2
E288,0,2
E201,0,2
E895,0,2
E168,0,2
E270,0,2
E661,0,2
E8742,0,2
E710,0,2
E071,0,2
E11341,0,2
E11321,0,2
E550,0,2
E018,0,2
E103219,0,2
E1321,0,2
E530,0,2
E8419,0,2
E8619,0,2
E11331,0,2
E10349,0,2
E89822,0,2
E70330,0,2
E8330,0,2
E9043,0,2
E1351,0,2
E783,0,2
E0843,0,2
E9057,0,2
E518,0,2
E640,0,2
E103492,0,2
E7119,0,1
E10339,0,1
E755,0,1
E7404,0,1
E243,0,1
E71314,0,1
E0900,0,1
E103522,0,1
E103511,0,1
E1359,0,1
E113419,0,1
E103313,0,1
E103532,0,1
E103523,0,1
E0851,0,1
E103213,0,1
E1041,0,1
E233,0,1
E852,0,1
E09319,0,1
E728,0,1
E8715,0,1
E113212,0,1
E113311,0,1
E71313,0,1
E113532,0,1
E89811,0,1
E8604,0,1
E7403,0,1
E8610,0,1
E083513,0,1
E113512,0,1
E838,0,1
E240,0,1
E1044,0,1
E8941,0,1
E1137X9,0,1
E701,0,1
E10311,0,1
E231,0,1
E7253,0,1
E7419,0,1
E8310,0,1
E103319,0,1
E630,0,1
E8332,0,1
E0530,0,1
E7402,0,1
E7841,0,1
E7141,0,1
E113511,0,1
E103559,0,1
E618,0,1
E113211,0,1
E59,0,1
E1329,0,1
E70331,0,1
E754,0,1
E200,0,1
E8331,0,1
E678,0,1
E08319,0,1
E3450,0,1
E8740,0,1
E832,0,1
E7029,0,1
E8615,0,1
E9049,0,1
E113521,0,1
E8701,0,1
E8637,0,1
E738,0,1
E299,0,1
E103413,0,1
E8743,0,1
E9055,0,1
E113391,0,1
E113491,0,1
E10618,0,1
E8745,0,1
E8659,0,1
E760,0,1
E103312,0,1
E799,0,1
