icd_code,ED,IPD
F21,1,22
F10982,1,0
F1027,1,33
F6089,1,35
F4002,1,40
F10950,1,0
F6081,1,33
F19982,1,11
F12151,1,2
F553,1,9
F16129,1,7
F14159,1,2
F488,1,7
F3177,1,0
F060,1,12
F408,1,83
F19220,1,1
F5089,1,46
F6581,1,1
F1619,1,0
F1121,1,258
F641,1,83
F849,1,19
F518,1,16
F981,1,0
F15950,1,1
F652,1,1
F648,1,39
F15159,1,4
F444,1,23
F14929,1,18
F845,1,70
F1011,1,454
F1919,1,4
F552,1,24
F1514,1,1
F11229,1,34
F310,1,12
F14920,1,1
F16229,1,3
F3164,1,12
F14121,1,4
F12129,1,13
F12121,1,2
F3342,1,5
F330,1,14
F10159,1,4
F10921,1,0
F809,1,5
F13930,1,0
F900,1,15
F1099,1,178
F14959,1,0
F13151,1,0
F13231,1,14
F19129,1,52
F16159,1,1
F11159,1,2
F1024,1,16
F3481,1,8
F3341,1,19
F442,1,0
F901,1,37
F10182,1,0
F328,1,17
F1014,1,12
F16921,1,2
F16188,1,0
F17200,0,13686
F17290,0,401
F1990,0,223
F1421,0,166
F1111,0,139
F1411,0,135
F40240,0,103
F1911,0,79
F1921,0,75
F4000,0,66
F5104,0,58
F064,0,56
F17220,0,52
F649,0,51
F911,0,47
F988,0,43
F12929,0,42
F1221,0,39
F17211,0,33
F6810,0,31
F1690,0,30
F450,0,27
F1511,0,27
F54,0,26
F10221,0,25
F10288,0,24
F1423,0,23
F601,0,23
F12988,0,22
F519,0,22
F802,0,21
F10251,0,21
F1199,0,21
F4010,0,20
F5105,0,19
F10121,0,19
F513,0,18
F4522,0,18
F558,0,17
F600,0,17
F4541,0,17
F13129,0,17
F4489,0,17
F17219,0,16
F1211,0,16
F4329,0,16
F515,0,16
F17213,0,15
F15929,0,14
F10988,0,14
F8089,0,14
F423,0,14
F1521,0,13
F1593,0,13
F19239,0,13
F482,0,13
F0789,0,13
F633,0,12
F913,0,12
F062,0,12
F5081,0,11
F1499,0,11
F1321,0,11
F19959,0,11
F1097,0,11
F59,0,11
F1914,0,10
F481,0,10
F5109,0,10
F17218,0,9
F447,0,9
F1026,0,9
F413,0,9
F82,0,9
F11288,0,9
F810,0,9
F5082,0,9
F514,0,8
F5101,0,8
F902,0,8
F1299,0,8
F324,0,8
F1119,0,7
F801,0,7
F0631,0,7
F11921,0,7
F8081,0,6
F78,0,6
F940,0,6
F69,0,6
F325,0,6
F985,0,6
F15121,0,6
F1094,0,6
F320,0,6
F6812,0,6
F12188,0,6
F17201,0,6
F19229,0,6
F13229,0,6
F1620,0,6
F10259,0,5
F1523,0,5
F984,0,5
F12288,0,5
F983,0,5
F73,0,5
F1311,0,5
F15959,0,5
F1193,0,5
F3340,0,5
F11121,0,5
F12229,0,5
F19121,0,5
F16929,0,5
F15229,0,5
F12980,0,4
F1124,0,4
F1129,0,4
F1599,0,4
F440,0,4
F4521,0,4
F19929,0,4
F3132,0,4
F1924,0,4
F13929,0,4
F5102,0,4
F1890,0,4
F340,0,4
F606,0,4
F11929,0,4
F6389,0,4
F424,0,4
F1594,0,4
F10151,0,4
F19931,0,4
F13232,0,4
F11988,0,4
F3163,0,4
F1399,0,4
F19980,0,4
F11188,0,4
F3112,0,3
F1524,0,3
F1414,0,3
F14988,0,3
F16121,0,3
F40231,0,3
F659,0,3
F17203,0,3
F1494,0,3
F14221,0,3
F842,0,3
F10280,0,3
F6811,0,3
F908,0,3
F15221,0,3
F17291,0,3
F1194,0,3
F15151,0,3
F10920,0,3
F8181,0,3
F19150,0,2
F17209,0,2
F13180,0,2
F10180,0,2
F1611,0,2
F912,0,2
F1114,0,2
F938,0,2
F19151,0,2
F13221,0,2
F66,0,2
F528,0,2
F15188,0,2
F15920,0,2
F15951,0,2
F14288,0,2
F409,0,2
F3281,0,2
F13251,0,2
F40232,0,2
F19221,0,2
F12950,0,2
F15259,0,2
F10959,0,2
F15222,0,2
F14151,0,2
F1329,0,2
F14951,0,2
F3131,0,2
F1223,0,2
F4311,0,2
F951,0,2
F13121,0,2
F11221,0,2
F3013,0,2
F12159,0,2
F17298,0,2
F3011,0,1
F3161,0,1
F1314,0,1
F0632,0,1
F800,0,1
F4011,0,1
F3174,0,1
F19180,0,1
F15982,0,1
F13288,0,1
F14280,0,1
F14122,0,1
F16959,0,1
F19231,0,1
F13280,0,1
F1699,0,1
F14921,0,1
F3170,0,1
F12921,0,1
F941,0,1
F129,0,1
F950,0,1
F12259,0,1
F15251,0,1
F12959,0,1
F1917,0,1
F14222,0,1
F11220,0,1
F1219,0,1
F40210,0,1
F3175,0,1
F0633,0,1
F16180,0,1
F551,0,1
F980,0,1
F812,0,1
F1429,0,1
F10250,0,1
F1424,0,1
F40243,0,1
F3171,0,1
F632,0,1
F3176,0,1
F1720,0,1
F11150,0,1
F19259,0,1
F14980,0,1
F9821,0,1
F15921,0,1
F19280,0,1
F1319,0,1
F16122,0,1
F14150,0,1
F11250,0,1
F10282,0,1
F525,0,1
F422,0,1
F15220,0,1
F11151,0,1
