icd_code,ED,IPD
W319XXA,3,3
V093XXA,3,14
X16XXXA,3,3
V471XXA,2,5
X101XXA,2,3
V275XXA,2,2
V0410XA,2,1
W1802XA,2,1
V2940XA,2,11
V5988XA,2,3
V480XXA,2,14
Y92129,2,625
W9301XA,2,0
V9489XA,2,2
V285XXA,2,8
Y9344,2,4
Y9368,2,4
W311XXA,2,12
V9339XA,2,5
Y718,2,68
X811XXA,2,2
W15XXXA,2,5
X749XXA,2,0
Y92007,2,87
Y9259,2,57
V1940XA,2,5
W292XXA,2,0
Y33XXXA,2,27
V0210XA,2,2
V139XXA,2,7
V114XXA,2,1
W2102XA,2,1
V0500XA,2,3
Y904,2,9
Y9322,2,6
V4712XA,2,5
W102XXA,2,16
V184XXA,2,23
Y07499,2,9
Y92488,2,85
X118XXA,2,5
V5950XA,2,2
Y0889XS,2,40
X719XXA,2,5
Y829,2,8
V815XXA,2,3
W85XXXA,2,1
W290XXA,2,0
V466XXA,2,12
Y30XXXA,2,7
W901XXA,2,0
Y0809XA,2,1
Y9362,2,2
W293XXA,2,5
V465XXA,2,19
Y93A3,2,1
X04XXXA,2,1
V988XXA,2,14
V270XXA,2,11
X820XXA,2,3
Y92019,2,536
W1781XA,2,12
V393XXA,2,0
Y288XXA,2,2
W5519XA,2,1
V235XXA,2,1
X713XXA,2,4
X52XXXA,2,0
Y030XXA,2,1
X58XXXS,2,161
X58XXXD,2,195
Y92098,2,90
V784XXA,2,3
X822XXA,2,1
V110XXA,1,4
V279XXA,1,0
V890XXA,1,10
V530XXA,1,1
V685XXA,1,0
Y733,1,46
Y92162,1,0
W228XXD,1,2
W890XXA,1,0
W378XXA,1,1
V9331XA,1,0
Y92830,1,38
Y901,1,14
V135XXA,1,0
V0301XA,1,0
W19XXXD,1,254
V0390XS,1,1
Y9269,1,233
W098XXA,1,5
V091XXA,1,2
Y768,1,4
V940XXA,1,2
Y939,1,206
Y92512,1,65
V845XXA,1,2
W2201XA,1,15
Y92238,1,731
W1839XD,1,7
V816XXA,1,0
V545XXA,1,1
Y92143,1,15
Y92002,1,478
V4372XA,1,0
Y9342,1,0
Y9365,1,5
W5581XA,1,5
Y9317,1,4
V9089XA,1,0
Y9372,1,2
V9422XA,1,3
V467XXA,1,0
W1830XS,1,6
V4361XA,1,0
V4302XD,1,0
V299XXD,1,3
X990XXA,1,5
V812XXA,1,0
V829XXA,1,0
Y741,1,2
Y92018,1,369
W16621A,1,0
Y900,1,22
V1949XA,1,3
W241XXA,1,0
Y22XXXA,1,1
Y92092,1,51
V0600XA,1,0
V280XXA,1,9
Y0750,1,5
W400XXA,1,0
Y07410,1,2
Y9353,1,2
Y92838,1,181
Y9339,1,11
V899XXS,1,166
X748XXA,1,1
V474XXA,1,1
V0219XA,1,0
V200XXA,1,2
V4960XA,1,3
Y620,1,0
Y9379,1,5
Y9374,1,1
V824XXA,1,0
V405XXA,1,4
Y9373,1,0
V944XXA,1,0
W868XXA,1,5
X732XXA,1,0
Y9341,1,8
Y0712,1,4
X0819XA,1,3
V4301XA,1,0
W3182XA,1,6
Y92480,1,245
V570XXA,1,1
V635XXA,1,1
V9020XA,1,0
W501XXA,1,4
V599XXA,1,2
Y93A1,1,5
X002XXA,1,0
V980XXA,1,0
W309XXA,1,2
Y93A2,1,1
Y630,1,0
Y389X2A,1,0
W133XXA,1,1
W452XXA,1,0
V199XXD,1,0
W16012A,1,0
Y92230,1,3165
Y040XXD,1,5
Y752,1,3
W861XXA,1,1
Y92163,1,9
V8666XA,1,1
X72XXXA,1,6
W1842XA,1,0
V8189XA,1,2
Y9319,1,2
V182XXA,1,3
X000XXA,1,1
V891XXA,1,2
Y35003A,1,1
V799XXA,1,0
V567XXA,1,0
W1840XA,1,3
Y01XXXA,1,8
Y772,1,2
X778XXA,1,1
V6940XA,1,1
V0190XA,1,1
Y9229,1,225
X810XXA,1,6
V5940XA,1,1
W363XXA,1,1
V224XXA,1,1
Y93H3,1,28
Y32XXXA,1,2
V8639XA,1,5
V888XXA,1,18
Y9329,1,7
W9422XA,1,0
Y9363,1,6
X008XXA,1,4
Y92410,1,1449
V9005XA,1,0
X19XXXD,1,0
W5631XA,1,0
V370XXA,1,0
Y92810,1,18
W2107XA,1,3
V0901XA,1,0
Y92481,1,73
W16612A,1,0
V3989XA,1,0
V667XXA,1,0
V817XXA,1,2
Y793,1,38
V814XXA,1,2
V949XXA,1,3
V455XXA,1,1
Y92214,1,21
V0490XA,1,2
V183XXA,1,1
W541XXA,1,4
V7940XA,1,0
W01118A,1,4
Y35091A,1,0
W898XXA,1,3
W401XXA,1,1
Y9222,1,12
X010XXA,1,0
Y9284,1,0
X17XXXA,1,1
Y905,1,13
W5681XA,1,1
Y836,1,854
W312XXD,1,0
V0610XA,1,0
V684XXA,1,3
V576XXA,1,4
X988XXA,1,0
V581XXA,1,1
V6988XA,1,0
Y92099,0,4472
Y92199,0,3373
Y92239,0,3280
Y92234,0,406
Y92003,0,367
Y92008,0,319
Y92039,0,191
Y92000,0,173
Y92038,0,168
V6441,0,164
Y92012,0,130
Y731,0,129
Y92122,0,107
Y92538,0,97
Y9239,0,85
Y92013,0,74
V892XXS,0,72
Y92128,0,67
Y92091,0,66
Y92121,0,65
Y92231,0,63
Y92531,0,61
Y92414,0,59
Y658,0,59
Y92511,0,56
Y92149,0,55
Y92031,0,53
Y92010,0,53
Y713,0,46
Y711,0,39
Y92032,0,38
Y92411,0,38
Y712,0,36
Y92522,0,35
Y732,0,34
Y92096,0,30
Y93E8,0,29
Y92530,0,26
V4949XA,0,25
Y92413,0,25
Y909,0,24
Y93E1,0,23
Y93H9,0,23
Y92017,0,23
Y92030,0,22
W3400XS,0,20
Y9261,0,20
W881XXS,0,19
W881XXA,0,19
W010XXD,0,19
Y92828,0,18
V892XXD,0,18
W1831XA,0,18
Y92169,0,17
W109XXD,0,16
Y9210,0,15
W1800XA,0,15
V264XXA,0,15
Y92832,0,15
Y0703,0,14
V499XXS,0,13
V299XXS,0,13
Y92014,0,12
W009XXA,0,12
V99XXXS,0,12
W2211XA,0,12
Y93B9,0,12
Y92811,0,11
Y92015,0,11
Y93E9,0,11
Y92192,0,11
Y813,0,11
Y92814,0,10
Y92821,0,10
X959XXS,0,10
W11XXXD,0,10
Y92090,0,10
Y367X0S,0,10
X503XXA,0,9
Y92193,0,9
Y636,0,9
Y92524,0,9
W002XXA,0,9
Y92049,0,9
Y710,0,9
Y93I9,0,8
Y92513,0,8
Y92198,0,8
Y753,0,8
W1789XD,0,8
Y92818,0,8
V293XXA,0,8
Y781,0,7
W461XXA,0,7
W228XXS,0,7
Y9285,0,7
X838XXS,0,7
Y9359,0,7
W04XXXA,0,7
Y92219,0,7
Y92415,0,7
W06XXXD,0,7
Y93G1,0,6
Y0759,0,6
Y751,0,6
Y92510,0,6
Y69,0,6
V499XXD,0,6
Y92093,0,6
W1789XS,0,6
W109XXS,0,6
Y791,0,6
Y847,0,6
Y730,0,6
Y92029,0,5
W270XXA,0,5
Y9371,0,5
Y783,0,5
Y9382,0,5
Y92833,0,5
Y93G3,0,5
W000XXD,0,5
Y780,0,5
Y92320,0,5
W5512XA,0,5
Y92322,0,5
Y92815,0,5
Y92328,0,5
Y3690XS,0,5
W900XXA,0,5
Y35893A,0,5
W01198D,0,5
Y9321,0,4
Y92532,0,4
Y843,0,4
X088XXS,0,4
Y93E2,0,4
Y92482,0,4
Y92321,0,4
X31XXXS,0,4
W460XXA,0,4
X398XXS,0,4
V4960XS,0,4
Y9263,0,4
Y812,0,4
Y9369,0,4
V099XXS,0,4
X088XXD,0,4
Y249XXS,0,4
Y042XXS,0,4
W132XXS,0,4
X150XXA,0,4
W11XXXS,0,4
Y042XXD,0,4
Y92048,0,4
Y92251,0,4
V6442,0,4
W3400XD,0,4
W208XXD,0,4
V174XXA,0,4
Y92232,0,4
Y758,0,4
V130XXA,0,4
Y9279,0,4
V8699XA,0,4
V144XXA,0,3
Y93F9,0,3
Y9384,0,3
Y93F1,0,3
W1801XA,0,3
W25XXXD,0,3
Y92210,0,3
V8679XA,0,3
Y93E5,0,3
W60XXXA,0,3
Y92148,0,3
V899XXA,0,3
W108XXS,0,3
Y92001,0,3
V0929XA,0,3
X32XXXA,0,3
Y635,0,3
Y272XXA,0,3
X940XXA,0,3
V0510XA,0,3
V8669XA,0,3
V879XXA,0,3
Y92120,0,3
W5501XD,0,3
Y845,0,3
Y249XXA,0,3
W260XXD,0,3
Y92812,0,3
Y92520,0,3
V199XXS,0,3
Y92312,0,3
Y9226,0,3
Y92254,0,3
W201XXA,0,3
X958XXS,0,2
W888XXA,0,2
W458XXD,0,2
W08XXXD,0,2
W132XXD,0,2
V409XXA,0,2
V102XXA,0,2
W16112A,0,2
Y632,0,2
Y93E6,0,2
Y788,0,2
W1642XS,0,2
Y92813,0,2
W07XXXD,0,2
V584XXA,0,2
V582XXA,0,2
X371XXA,0,2
Y92816,0,2
W908XXA,0,2
V4751XA,0,2
V80919A,0,2
V380XXA,0,2
W208XXS,0,2
V485XXS,0,2
V480XXS,0,2
Y26XXXA,0,2
V2950XA,0,2
Y9264,0,2
Y36450A,0,2
W174XXA,0,2
W64XXXA,0,2
V535XXA,0,2
Y9262,0,2
V406XXA,0,2
V481XXA,0,2
V813XXA,0,2
W313XXA,0,2
V2960XA,0,2
X969XXA,0,2
Y92241,0,2
Y93G9,0,2
Y92240,0,2
Y92252,0,2
W3182XS,0,2
Y93B1,0,2
X372XXA,0,2
W57XXXD,0,2
V234XXD,0,2
W548XXA,0,2
V585XXA,0,2
W2212XA,0,2
W5512XD,0,2
Y3790XS,0,2
V781XXA,0,2
V4940XD,0,2
V4392XA,0,2
V787XXA,0,2
W16022A,0,2
V4969XD,0,2
V4354XA,0,2
X100XXA,0,2
W1843XA,0,2
Y92028,0,2
Y721,0,2
Y281XXA,0,2
Y92521,0,2
W108XXD,0,2
W868XXD,0,2
Y93A9,0,2
Y35891A,0,1
Y641,0,1
Y9316,0,1
X102XXA,0,1
V5949XA,0,1
X16XXXS,0,1
W200XXA,0,1
Y219XXA,0,1
W01190S,0,1
Y3690XD,0,1
V293XXD,0,1
Y038XXA,0,1
V891XXS,0,1
W2203XD,0,1
Y93C2,0,1
W219XXA,0,1
V9203XA,0,1
W1809XD,0,1
Y638,0,1
V425XXA,0,1
V0109XA,0,1
W940XXA,0,1
W5532XA,0,1
W2131XA,0,1
Y92318,0,1
V775XXA,0,1
V8041XA,0,1
W2101XA,0,1
V140XXA,0,1
Y36491A,0,1
V234XXS,0,1
Y9324,0,1
Y9354,0,1
V214XXA,0,1
V97818A,0,1
Y37190S,0,1
Y773,0,1
V4303XA,0,1
Y35001A,0,1
V1940XS,0,1
V134XXS,0,1
V855XXA,0,1
Y35811A,0,1
W274XXA,0,1
V8695XA,0,1
Y0889XD,0,1
W240XXD,0,1
V681XXA,0,1
V9369XA,0,1
W1839XS,0,1
Y93K9,0,1
Y9273,0,1
W06XXXS,0,1
V0599XA,0,1
W908XXS,0,1
V4900XA,0,1
Y00XXXD,0,1
Y9318,0,1
V8012XA,0,1
V489XXA,0,1
V271XXA,0,1
Y801,0,1
Y37200S,0,1
X118XXS,0,1
Y742,0,1
Y750,0,1
W2139XA,0,1
V830XXA,0,1
Y93B2,0,1
V8609XS,0,1
W2111XS,0,1
V784XXD,0,1
W74XXXS,0,1
Y92242,0,1
V407XXA,0,1
Y35391A,0,1
W548XXS,0,1
W16111A,0,1
Y92211,0,1
V244XXS,0,1
Y389X2S,0,1
V9531XA,0,1
X12XXXD,0,1
X110XXA,0,1
W2181XA,0,1
X021XXA,0,1
W881XXD,0,1
V988XXS,0,1
Y93J3,0,1
Y654,0,1
Y818,0,1
V571XXA,0,1
X18XXXA,0,1
X832XXA,0,1
Y289XXA,0,1
V1949XS,0,1
X93XXXS,0,1
X789XXD,0,1
W01190D,0,1
V2949XD,0,1
W260XXS,0,1
X780XXD,0,1
V736XXA,0,1
V4352XD,0,1
W2111XA,0,1
V5960XD,0,1
Y633,0,1
W450XXS,0,1
Y36250A,0,1
Y92330,0,1
Y810,0,1
V0302XA,0,1
Y35001S,0,1
Y35099A,0,1
V9209XA,0,1
W92XXXA,0,1
W899XXA,0,1
Y92023,0,1
Y9375,0,1
Y9312,0,1
V0929XS,0,1
V4363XA,0,1
V509XXA,0,1
Y650,0,1
V3900XA,0,1
V890XXS,0,1
V4988XS,0,1
V475XXS,0,1
W051XXA,0,1
V819XXA,0,1
V193XXD,0,1
V9223XA,0,1
V2949XS,0,1
W01198S,0,1
W16011A,0,1
W139XXS,0,1
Y782,0,1
Y3593XS,0,1
W1841XA,0,1
W010XXS,0,1
Y9343,0,1
V480XXD,0,1
V0499XD,0,1
V0499XA,0,1
V856XXA,0,1
Y748,0,1
V225XXA,0,1
V5959XA,0,1
V9183XA,0,1
X32XXXS,0,1
Y0702,0,1
V881XXA,0,1
X500XXD,0,1
Y722,0,1
V4969XA,0,1
Y762,0,1
Y00XXXS,0,1
Y92191,0,1
V245XXA,0,1
V579XXA,0,1
V2981XA,0,1
V785XXA,0,1
Y763,0,1
V4392XS,0,1
V402XXA,0,1
V5900XA,0,1
V4910XA,0,1
W3301XA,0,1
X959XXD,0,1
Y92042,0,1
V189XXA,0,1
W891XXA,0,1
Y92041,0,1
V839XXA,0,1
V426XXA,0,1
W310XXA,0,1
V4792XA,0,1
V874XXA,0,1
X19XXXS,0,1
W298XXS,0,1
W138XXS,0,1
W502XXA,0,1
Y281XXD,0,1
Y92213,0,1
Y702,0,1
Y728,0,1
V4919XA,0,1
Y36430A,0,1
V849XXA,0,1
X153XXA,0,1
Y92831,0,1
V970XXA,0,1
W540XXS,0,1
W458XXS,0,1
X16XXXD,0,1
W130XXS,0,1
Y248XXS,0,1
V6988XS,0,1
V289XXA,0,1
V744XXA,0,1
W182XXD,0,1
V8021XA,0,1
W07XXXS,0,1
W52XXXD,0,1
V8692XA,0,1
V9549XA,0,1
V233XXA,0,1
Y9383,0,1
W880XXA,0,1
W1849XD,0,1
Y92310,0,1
Y92011,0,1
W2209XS,0,1
X131XXA,0,1
Y92124,0,1
Y92094,0,1
Y35813A,0,1
W57XXXS,0,1
Y9349,0,1
Y92253,0,1
W050XXD,0,1
Y92095,0,1
Y92142,0,1
Y0802XD,0,1
V9411XD,0,1
Y811,0,1
V6949XA,0,1
Y92218,0,1
X102XXS,0,1
X718XXA,0,1
W272XXA,0,1
V181XXA,0,1
V099XXD,0,1
Y92412,0,1
W092XXA,0,1
Y92027,0,1
V0290XA,0,1
V375XXA,0,1
Y36430S,0,1
W868XXS,0,1
W9301XS,0,1
V215XXA,0,1
W1831XD,0,1
Y3591XA,0,1
V2940XS,0,1
V587XXA,0,1
W3189XS,0,1
W3189XD,0,1
W5559XA,0,1
V4352XS,0,1
V0392XA,0,1
V440XXA,0,1
V799XXS,0,1
V0300XD,0,1
W134XXD,0,1
