icd_code,ED,IPD
A94,0,1
B375,0,1
A0689,0,1
A5202,0,1
A568,0,1
A5143,0,1
A5274,0,1
A0222,0,1
A5423,0,1
B470,0,1
A64,0,1
B0051,0,1
B900,0,1
A440,0,1
B769,0,1
B530,0,1
A3791,0,1
A429,0,1
B430,0,1
A5489,0,1
A210,0,1
A598,0,1
B059,0,1
B190,0,1
A809,0,1
A043,0,1
B0082,0,1
A1810,0,1
B830,0,1
A512,0,1
B188,0,1
A3211,0,1
A227,0,1
A5431,0,1
A70,0,1
B479,0,1
B421,0,1
B839,0,1
B748,0,1
A522,0,1
B301,0,1
A545,0,1
B882,0,1
A1832,0,1
B403,0,1
A5429,0,1
B2789,0,1
B380,0,1
A5601,0,1
B9621,0,1
B084,0,1
A515,0,1
A1884,0,1
A5002,0,1
A849,0,1
A421,0,1
B528,0,1
A848,0,1
A1831,0,1
A062,0,1
A5900,0,1
A65,0,1
A9231,0,1
A170,0,1
A4289,0,1
B561,0,1
A3289,0,1
A192,0,1
A242,0,1
B9781,0,1
A279,0,1
A9230,0,1
B5800,0,1
B0181,0,1
B393,0,1
A154,0,1
